Order_ID,Order_Date,Customer_ID,Product,Category,Region,Quantity,Unit_Price,Discount,Sales,Profit
ORD100251,2023-10-29,CUST1577,Keyboard,Office Supplies,East,2,1788.16,0.15,3039.87,802.68
ORD105221,2023-10-29,CUST3575,Wireless Headphones,Accessories,South,1,4531.19,,4078.07,1099.81
ORD108260,2023-10-29,CUST1466,Pen Set,Stationery,East,3,236.31,0.05,673.48,236.46
ORD101983,2023-10-29,CUST3093,Laptop Air 13,Electronics,East,1,66220.66,0.1,59598.59,10267.02
ORD102022,2023-10-29,CUST2329,Mouse,Office Supplies,South,7,884.13,0.05,5879.46,1459.04
ORD106341,2023-10-29,CUST2762,Pen Set,Stationery,North,5,247.16,0.1,1112.22,405.01
ORD111056,2023-10-30,CUST3832,Bluetooth Speaker,Accessories,East,2,3405.77,0.05,6470.96,1695.4
ORD108383,2023-10-30,CUST3356,Smart Watch,Accessories,West,1,6252.28,0.05,5939.67,1521.07
ORD104342,2023-10-30,CUST3749,Laptop Pro 14,Electronics,West,1,81507.72,0.05,77432.33,15639.56
ORD101539,2023-10-30,CUST3371,Office Chair,Furniture,East,4,8877.36,0.15,30183.02,8829.34
ORD109447,2023-10-30,CUST1702,Laptop Pro 14,Electronics,North,1,82920.78,0.1,74628.7,12905.35
ORD100659,2023-10-30,CUST2358,Backpack,Stationery,East,1,1809.29,0.0,1809.29,702.77
ORD103349,2023-10-30,CUST1435,Mouse,Office Supplies,East,4,871.27,0.05,3310.83,819.48
ORD110065,2023-10-30,CUST3527,Bookshelf,Furniture,West,1,5561.82,0.05,5283.73,1480.94
ORD101303,2023-10-30,CUST3507,Laptop Air 13,Electronics,South,1,61574.33,0.05,58495.61,11277.16
ORD109938,2023-10-30,CUST1864,Smart Watch,Accessories,South,1,6348.4,0.1,5713.56,1554.93
ORD108238,2023-10-30,CUST1945,Notebook Pack,Stationery,West,3,429.33,0.15,1094.79,400.93
ORD106884,2023-10-30,CUST3649,Mouse,Office Supplies,Central,3,907.96,0.0,2723.88,628.26
ORD109009,2023-10-30,CUST1193,Tablet Plus,Electronics,West,5,29134.34,0.1,131104.53,25094.3
ORD109903,2023-10-31,CUST1926,Laptop Air 13,Electronics,West,2,67791.77,0.0,135583.54,23713.24
ORD110052,2023-10-31,CUST3324,Bookshelf,Furniture,South,2,5749.39,0.0,11498.78,3530.26
ORD104213,2023-10-31,CUST3330,Notebook Pack,Stationery,North,2,436.06,0.15,741.3,274.56
ORD105259,2023-10-31,CUST2781,Pen Set,Stationery,East,2,243.94,0.05,463.49,167.38
ORD110153,2023-10-31,CUST1989,Mouse,Office Supplies,East,1,881.83,0.05,837.74,197.32
ORD111850,2023-10-31,CUST3596,Mouse,Office Supplies,East,3,904.57,0.15,2306.65,603.4
ORD104555,2023-10-31,CUST3280,Study Table,Furniture,West,3,6737.47,0.0,20212.41,5594.18
ORD108922,2023-10-31,CUST1718,Printer,Office Supplies,West,7,13027.77,0.1,82074.95,19892.24
ORD101591,2023-10-31,CUST3020,Tablet Plus,Electronics,North,4,26334.53,0.0,105338.12,20385.4
ORD110511,2023-10-31,CUST3437,Bookshelf,Furniture,Central,3,5703.81,0.15,14544.72,4330.76
ORD103447,2023-11-01,CUST2608,Smartphone X,Electronics,North,2,33728.45,0.15,57338.36,10156.92
ORD101573,2023-11-01,CUST2944,Wireless Headphones,Accessories,South,1,4696.29,0.15,3991.85,1063.37
ORD104862,2023-11-01,CUST1350,Study Table,Furniture,North,2,6691.03,0.1,12043.85,3592.98
ORD111800,2023-11-01,CUST2128,Bluetooth Speaker,Accessories,North,2,3140.26,0.0,6280.52,1730.93
ORD102164,2023-11-01,CUST2128,Mouse,Office Supplies,Central,1,913.25,0.25,684.94,171.38
ORD100297,2023-11-01,CUST1529,Smartphone Y,Electronics,West,1,22352.8,0.2,17882.24,3138.16
ORD102592,2023-11-01,CUST3661,Laptop Air 13,Electronics,South,8,61736.85,0.2,395115.84,81455.18
ORD101494,2023-11-01,CUST1490,Pen Set,Stationery,West,1,231.95,0.05,220.35,85.17
ORD111917,2023-11-01,CUST2679,Printer,Office Supplies,East,1,12150.78,0.1,10935.7,2722.21
ORD104491,2023-11-01,CUST2744,Laptop Pro 14,Electronics,West,2,87768.3,0.15,149206.11,30148.83
ORD101271,2023-11-02,CUST2673,Notebook Pack,Stationery,West,3,443.0,0.0,1329.0,510.61
ORD111883,2023-11-02,CUST2081,Wireless Headphones,Accessories,Central,2,4584.7,0.05,8710.93,2414.31
ORD103073,2023-11-02,CUST1589,Backpack,Stationery,South,3,1907.83,0.0,5723.49,2189.01
ORD107685,2023-11-02,CUST2566,Smartphone X,Electronics,West,6,33105.5,0.0,198633.0,39871.48
ORD104953,2023-11-02,CUST1985,Printer,Office Supplies,East,6,12566.71,0.05,71630.25,17646.72
ORD104313,2023-11-02,CUST2390,Smart Watch,Accessories,South,4,6702.97,0.15,22790.1,6354.54
ORD107465,2023-11-02,CUST3356,Desk Lamp,Furniture,North,3,1864.72,0.0,5594.16,1661.39
ORD104645,2023-11-02,CUST2494,Mouse,Office Supplies,East,6,895.75,0.0,5374.5,1309.29
ORD111471,2023-11-03,CUST2065,Office Chair,Furniture,West,1,8955.57,0.05,8507.79,2554.75
ORD102307,2023-11-03,CUST3429,Mouse,Office Supplies,North,3,908.37,0.1,2452.6,582.65
ORD111770,2023-11-03,CUST1513,Wireless Headphones,Accessories,West,2,4512.81,0.0,9025.62,2564.42
ORD106069,2023-11-03,CUST2550,Laptop Air 13,Electronics,West,2,67689.7,0.0,135379.4,23818.73
ORD102236,2023-11-03,CUST2069,Bookshelf,Furniture,North,2,6013.05,0.25,9019.58,2458.22
ORD108638,2023-11-03,CUST1279,Wireless Headphones,Accessories,Central,6,4616.11,0.1,24926.99,6888.98
ORD110334,2023-11-03,CUST1061,Backpack,Stationery,North,2,1838.1,0.1,3308.58,1158.22
ORD111899,2023-11-03,CUST3490,Laptop Pro 14,Electronics,Central,4,81217.15,0.1,292381.74,53641.23
ORD105686,2023-11-03,CUST1715,Bookshelf,Furniture,South,2,5487.79,0.15,9329.24,2532.42
ORD110687,2023-11-03,CUST1591,Bluetooth Speaker,Accessories,West,2,3081.43,0.1,5546.57,1501.31
ORD109765,2023-11-03,CUST3607,Desk Lamp,Furniture,North,3,1810.41,0.1,4888.11,1447.36
ORD108311,2023-11-03,CUST3647,Notebook Pack,Stationery,Central,5,440.16,0.0,2200.8,822.92
ORD105513,2023-11-03,CUST3342,Desk Lamp,Furniture,West,1,1807.06,0.05,1716.71,518.38
ORD101412,2023-11-03,CUST1066,Bluetooth Speaker,Accessories,North,3,3045.66,0.15,7766.43,2014.33
ORD109038,2023-11-03,CUST3214,Office Chair,Furniture,North,2,8424.96,0.1,15164.93,4692.07
ORD105506,2023-11-03,CUST3487,Wireless Headphones,Accessories,North,3,4414.2,0.15,11256.21,3193.89
ORD102866,2023-11-03,CUST1112,Smartphone X,Electronics,East,1,33913.13,0.0,33913.13,6390.19
ORD111744,2023-11-03,CUST3580,Office Chair,Furniture,South,3,8625.09,0.05,24581.51,7261.58
ORD108373,2023-11-03,CUST3111,Laptop Pro 14,Electronics,West,1,80115.22,0.25,60086.42,10978.46
ORD105329,2023-11-03,CUST2785,Office Chair,Furniture,West,8,8083.51,0.1,58201.27,17133.44
ORD108008,2023-11-03,CUST2875,Notebook Pack,Stationery,North,2,468.76,0.15,796.89,290.47
ORD103929,2023-11-04,CUST1634,Office Chair,Furniture,North,5,8294.75,0.15,35252.69,10354.4
ORD109717,2023-11-04,CUST3172,Bookshelf,Furniture,East,1,5563.22,0.0,5563.22,1518.98
ORD111457,2023-11-04,CUST1733,Backpack,Stationery,North,3,1882.62,0.0,5647.86,2125.71
ORD104825,2023-11-04,CUST2330,Smartphone X,Electronics,West,2,31593.58,0.25,47390.37,8484.13
ORD108516,2023-11-04,CUST1489,Laptop Pro 14,Electronics,Central,2,86022.47,0.05,163442.69,34297.11
ORD108886,2023-11-04,CUST1364,Smartphone Y,Electronics,North,2,22645.49,0.1,40761.88,8427.45
ORD106697,2023-11-04,CUST2574,Tablet Plus,Electronics,West,2,28400.68,0.05,53961.29,9573.33
ORD111628,2023-11-04,CUST3640,Backpack,Stationery,Central,4,1827.59,0.0,7310.36,2672.49
ORD103836,2023-11-04,CUST3608,Keyboard,Office Supplies,Central,1,1753.08,0.2,1402.46,362.28
ORD101526,2023-11-04,CUST3487,Notebook Pack,Stationery,North,3,465.86,0.05,1327.7,500.27
ORD111991,2023-11-04,CUST2510,Bookshelf,Furniture,North,5,5570.74,0.1,25068.33,7163.74
ORD107114,2023-11-04,CUST1022,Study Table,Furniture,East,1,6376.09,0.15,5419.68,1485.75
ORD101873,2023-11-04,CUST2195,Mouse,Office Supplies,East,2,927.14,0.05,1761.57,409.81
ORD103884,2023-11-04,CUST3242,Tablet Plus,Electronics,West,4,29985.05,0.1,107946.18,22142.85
ORD106600,2023-11-05,CUST3310,Laptop Pro 14,Electronics,Central,2,84659.12,0.05,160852.33,33196.43
ORD101409,2023-11-05,CUST1999,Smartphone Y,Electronics,South,2,20735.78,0.1,37324.4,7109.57
ORD109106,2023-11-05,CUST3207,Bluetooth Speaker,Accessories,South,6,3314.52,0.05,18892.76,5228.3
ORD107944,2023-11-05,CUST2436,Mouse,Office Supplies,North,1,914.49,0.1,823.04,201.68
ORD109362,2023-11-05,CUST3238,Printer,Office Supplies,East,4,12298.08,0.05,46732.7,12023.58
ORD105403,2023-11-05,CUST1140,Desk Lamp,Furniture,North,1,1771.99,0.15,1506.19,456.89
ORD108993,2023-11-05,CUST2447,Wireless Headphones,Accessories,North,1,4761.71,0.25,3571.28,968.81
ORD110928,2023-11-06,CUST3423,Bookshelf,Furniture,West,7,5376.97,0.1,33874.91,10261.27
ORD103812,2023-11-06,CUST2378,Mouse,Office Supplies,East,3,936.84,0.15,2388.94,620.27
ORD104945,2023-11-06,CUST1120,Office Chair,Furniture,North,4,8666.45,0.2,27732.64,7768.02
ORD110024,2023-11-06,CUST3034,Study Table,Furniture,South,1,7141.31,0.25,5355.98,1658.04
ORD105790,2023-11-06,CUST2177,Backpack,Stationery,East,1,1890.2,0.0,1890.2,673.57
ORD110533,2023-11-06,CUST1221,Smartphone X,Electronics,Central,3,31663.36,0.0,94990.08,18582.63
ORD111871,2023-11-06,CUST2028,Laptop Pro 14,Electronics,East,3,81144.29,0.05,231261.23,41408.06
ORD103083,2023-11-06,CUST2160,Keyboard,Office Supplies,West,2,1921.34,0.05,3650.55,860.51
ORD110707,2023-11-06,CUST2675,Smartphone Y,Electronics,South,5,22424.59,0.1,100910.66,18788.22
ORD104708,2023-11-06,CUST2696,Desk Lamp,Furniture,West,2,1741.8,0.1,3135.24,957.75
ORD107415,2023-11-06,CUST3651,Desk Lamp,Furniture,West,5,1678.15,0.1,7551.68,2192.97
ORD101115,2023-11-07,CUST2522,Bluetooth Speaker,Accessories,South,5,3063.3,0.05,14550.68,4051.98
ORD101721,2023-11-07,CUST1357,Study Table,Furniture,East,1,6774.38,0.1,6096.94,1717.91
ORD101536,2023-11-07,CUST1174,Desk Lamp,Furniture,North,1,1805.87,0.25,1354.4,372.06
ORD104012,2023-11-07,CUST1873,Smart Watch,Accessories,East,2,6468.12,0.1,11642.62,2941.84
ORD106900,2023-11-07,CUST1408,Desk Lamp,Furniture,East,2,1927.83,0.05,3662.88,1075.66
ORD108816,2023-11-07,CUST2674,Smart Watch,Accessories,North,4,6403.42,0.05,24333.0,6997.78
ORD108998,2023-11-07,CUST1076,Printer,Office Supplies,South,1,12966.96,0.15,11021.92,2637.78
ORD102945,2023-11-07,CUST2983,Smart Watch,Accessories,West,1,6419.86,0.0,6419.86,1817.86
ORD101760,2023-11-07,CUST1988,Pen Set,Stationery,East,4,240.83,0.05,915.15,348.19
ORD111162,2023-11-07,CUST3787,Pen Set,Stationery,South,5,249.97,0.0,1249.85,464.15
ORD107086,2023-11-07,CUST2959,Laptop Air 13,Electronics,East,1,65709.23,0.05,62423.77,11764.84
ORD106167,2023-11-07,CUST2098,Printer,Office Supplies,Central,4,11833.3,0.05,44966.54,10422.78
ORD107856,2023-11-07,CUST2216,Smartphone Y,Electronics,North,1,20907.21,0.0,20907.21,4318.82
ORD110574,2023-11-08,CUST3905,Backpack,Stationery,South,4,1770.61,0.15,6020.07,2328.23
ORD107943,2023-11-08,CUST2647,Smart Watch,Accessories,West,6,6632.63,0.2,31836.62,8787.95
ORD111392,2023-11-08,CUST3908,Printer,Office Supplies,Central,1,12418.84,0.05,11797.9,2815.75
ORD103356,2023-11-08,CUST2208,Bluetooth Speaker,Accessories,North,1,3260.04,0.05,3097.04,856.68
ORD111507,2023-11-08,CUST2015,Bluetooth Speaker,Accessories,East,1,3238.6,0.1,2914.74,777.14
ORD101416,2023-11-08,CUST1927,Notebook Pack,Stationery,Central,5,406.06,0.05,1928.78,737.52
ORD101633,2023-11-08,CUST1580,Tablet Plus,Electronics,South,3,28879.58,0.1,77974.87,15406.72
ORD106187,2023-11-09,CUST3814,Bookshelf,Furniture,North,2,5724.31,0.05,10876.19,3087.2
ORD101489,2023-11-09,CUST3812,Notebook Pack,Stationery,Central,4,425.66,0.15,1447.24,508.52
ORD108592,2023-11-09,CUST2734,Notebook Pack,Stationery,West,2,461.05,0.2,737.68,282.25
ORD104728,2023-11-09,CUST3140,Office Chair,Furniture,North,3,8279.9,0.0,24839.7,7666.31
ORD103113,2023-11-09,CUST3626,Laptop Air 13,Electronics,Central,4,66624.19,0.2,213197.41,40681.0
ORD103156,2023-11-09,CUST3513,Keyboard,Office Supplies,East,2,1844.49,0.0,3688.98,849.45
ORD107564,2023-11-09,CUST1536,Smartphone Y,Electronics,Central,2,23447.58,0.05,44550.4,7588.99
ORD100935,2023-11-09,CUST1104,Pen Set,Stationery,Central,8,240.24,0.05,1825.82,640.91
ORD104499,2023-11-09,CUST2882,Mouse,Office Supplies,North,3,907.34,0.0,2722.02,647.78
ORD100869,2023-11-09,CUST1970,Notebook Pack,Stationery,Central,2,472.88,0.1,851.18,320.98
ORD109160,2023-11-10,CUST2724,Pen Set,Stationery,West,1,260.23,0.1,234.21,89.68
ORD105763,2023-11-10,CUST1868,Backpack,Stationery,West,5,1884.05,0.0,9420.25,3508.14
ORD103365,2023-11-10,CUST3776,Printer,Office Supplies,East,2,11521.76,0.1,20739.17,5439.69
ORD102161,2023-11-10,CUST3667,Smartphone X,Electronics,South,4,33005.96,0.15,112220.26,21780.93
ORD104372,2023-11-10,CUST1046,Laptop Air 13,Electronics,North,3,66608.41,0.0,199825.23,34771.94
ORD107045,2023-11-10,CUST1242,Notebook Pack,Stationery,West,1,455.58,0.0,455.58,171.92
ORD106010,2023-11-10,CUST1054,Wireless Headphones,Accessories,North,2,4465.07,0.0,8930.14,2349.64
ORD100295,2023-11-10,CUST1617,Keyboard,Office Supplies,West,1,1728.25,0.15,1469.01,381.96
ORD103522,2023-11-10,CUST1707,Pen Set,Stationery,West,4,253.22,0.0,1012.88,369.55
ORD110980,2023-11-10,CUST1993,Backpack,Stationery,North,1,1816.44,0.15,1543.97,545.71
ORD110171,2023-11-10,CUST3116,Smartphone X,Electronics,South,1,31258.33,0.1,28132.5,5307.69
ORD102034,2023-11-10,CUST2560,Laptop Air 13,Electronics,North,2,67182.0,0.05,127645.8,22196.07
ORD111193,2023-11-10,CUST2182,Printer,Office Supplies,East,4,11890.17,0.15,40426.58,10582.36
ORD106865,2023-11-11,CUST2002,Tablet Plus,Electronics,West,1,29945.54,0.0,29945.54,6236.38
ORD107233,2023-11-11,CUST3660,Smartphone X,Electronics,South,1,31534.87,0.0,31534.87,5739.68
ORD100703,2023-11-11,CUST2238,Desk Lamp,Furniture,East,2,1822.05,0.05,3461.89,1035.06
ORD103007,2023-11-11,CUST2697,Backpack,Stationery,Central,2,1776.53,0.05,3375.41,1204.7
ORD106049,2023-11-11,CUST1793,Notebook Pack,Stationery,North,5,465.86,0.25,1746.98,634.87
ORD105664,2023-11-11,CUST1635,Laptop Pro 14,Electronics,Central,1,84753.6,0.0,84753.6,16258.88
ORD103856,2023-11-11,CUST3472,Notebook Pack,Stationery,West,4,442.74,0.05,1682.41,601.18
ORD111582,2023-11-11,CUST3017,Study Table,Furniture,South,1,7381.77,0.15,6274.5,1924.79
ORD104302,2023-11-12,CUST3648,Smart Watch,Accessories,South,2,6299.2,0.05,11968.48,2992.3
ORD110458,2023-11-12,CUST3154,Laptop Pro 14,Electronics,South,1,82671.84,0.15,70271.06,13332.76
ORD110038,2023-11-12,CUST2263,Mouse,Office Supplies,North,2,924.43,0.1,1663.97,441.03
ORD110410,2023-11-12,CUST3712,Printer,Office Supplies,North,3,12680.22,0.0,38040.66,9150.02
ORD100038,2023-11-12,CUST3644,Bluetooth Speaker,Accessories,East,7,3273.17,0.2,18329.75,4899.92
ORD107745,2023-11-12,CUST1898,Bluetooth Speaker,Accessories,North,5,3347.39,0.0,16736.95,4752.89
ORD107225,2023-11-13,CUST1752,Bookshelf,Furniture,Central,2,4950.75,0.1,8911.35,2410.02
ORD108297,2023-11-13,CUST2305,Printer,Office Supplies,East,4,12779.62,0.0,51118.48,12484.87
ORD107213,2023-11-13,CUST2199,Wireless Headphones,Accessories,North,2,4443.85,0.05,8443.32,2397.28
ORD101379,2023-11-13,CUST1654,Bluetooth Speaker,Accessories,East,7,3312.98,0.1,20871.77,5754.8
ORD103518,2023-11-13,CUST2199,Pen Set,Stationery,South,2,253.57,0.15,431.07,156.25
ORD110943,2023-11-13,CUST1522,Smartphone Y,Electronics,South,4,20944.19,0.05,79587.92,15164.02
ORD107547,2023-11-13,CUST2209,Backpack,Stationery,West,1,1919.92,0.2,1535.94,563.14
ORD108107,2023-11-13,CUST2915,Printer,Office Supplies,West,3,12720.24,0.25,28620.54,7675.38
ORD109079,2023-11-13,CUST2017,Office Chair,Furniture,East,5,8599.89,0.1,38699.5,10820.32
ORD104396,2023-11-13,CUST3666,Bookshelf,Furniture,West,4,5601.7,0.15,19045.78,5606.47
ORD110596,2023-11-13,CUST3859,Bluetooth Speaker,Accessories,North,3,3161.97,0.15,8063.02,2187.53
ORD101126,2023-11-14,CUST2474,Smart Watch,Accessories,West,1,6291.81,0.05,5977.22,1689.32
ORD105757,2023-11-14,CUST3866,Keyboard,Office Supplies,West,2,1901.85,0.0,3803.7,1018.29
ORD101465,2023-11-14,CUST1596,Smartphone X,Electronics,East,2,31547.65,0.0,63095.3,11932.82
ORD102466,2023-11-14,CUST2615,Backpack,Stationery,North,5,1875.33,0.0,9376.65,3593.97
ORD109407,2023-11-14,CUST3738,Mouse,Office Supplies,West,3,921.45,0.0,2764.35,711.29
ORD100138,2023-11-14,CUST1780,Backpack,Stationery,East,1,1711.58,0.0,1711.58,646.12
ORD111448,2023-11-14,CUST3267,Backpack,Stationery,East,1,1814.91,0.0,1814.91,700.1
ORD100762,2023-11-14,CUST2413,Office Chair,Furniture,East,1,8587.54,0.05,8158.16,2296.47
ORD104990,2023-11-14,CUST1480,Bluetooth Speaker,Accessories,Central,1,3071.64,0.05,2918.06,732.6
ORD106850,2023-11-14,CUST2315,Pen Set,Stationery,South,2,230.89,0.0,461.78,179.3
ORD101206,2023-11-14,CUST3229,Smartphone Y,Electronics,Central,2,22501.54,0.0,45003.08,8459.95
ORD108641,2023-11-14,CUST3639,Smart Watch,Accessories,North,6,6532.7,0.15,33316.77,8579.44
ORD108565,2023-11-15,CUST1863,Office Chair,Furniture,South,2,8351.38,0.15,14197.35,3873.36
ORD109567,2023-11-15,CUST3007,Smartphone Y,Electronics,North,2,21221.52,0.15,36076.58,6301.97
ORD109108,2023-11-15,CUST1863,Keyboard,Office Supplies,South,4,1947.7,0.0,7790.8,2038.13
ORD108704,2023-11-15,CUST3051,Bluetooth Speaker,Accessories,North,2,3196.08,0.0,6392.16,1837.56
ORD103295,2023-11-15,CUST2234,Desk Lamp,Furniture,Central,7,1875.58,0.1,11816.15,3255.99
ORD102676,2023-11-16,CUST1741,Office Chair,Furniture,East,2,8503.39,0.25,12755.08,3687.18
ORD107172,2023-11-16,CUST1406,Wireless Headphones,Accessories,West,2,4478.16,0.15,7612.87,2020.95
ORD100746,2023-11-16,CUST1602,Smartphone X,Electronics,West,8,34150.3,0.2,218561.92,37620.55
ORD108473,2023-11-16,CUST3605,Printer,Office Supplies,East,2,12717.03,0.2,20347.25,5096.88
ORD106499,2023-11-16,CUST2709,Keyboard,Office Supplies,North,1,1725.55,0.05,1639.27,438.9
ORD106129,2023-11-16,CUST1622,Laptop Air 13,Electronics,South,8,64230.19,0.05,488149.44,99955.77
ORD110451,2023-11-16,CUST3255,Mouse,Office Supplies,South,1,893.85,0.05,849.16,223.36
ORD108037,2023-11-16,CUST2650,Printer,Office Supplies,Central,4,12241.48,0.05,46517.62,11631.98
ORD102385,2023-11-16,CUST3285,Bluetooth Speaker,Accessories,North,3,3129.89,0.1,8450.7,2191.39
ORD109149,2023-11-16,CUST1131,Pen Set,Stationery,East,2,260.03,0.0,520.06,190.17
ORD109462,2023-11-16,CUST2463,Study Table,Furniture,South,3,6753.86,0.15,17222.34,4767.36
ORD108307,2023-11-16,CUST1681,Wireless Headphones,Accessories,Central,4,4376.63,0.1,15755.87,4063.59
ORD100283,2023-11-17,CUST1544,Smart Watch,Accessories,West,2,6649.74,0.2,10639.58,3069.84
ORD105057,2023-11-17,CUST2817,Laptop Pro 14,Electronics,South,2,82661.45,0.2,132258.32,24259.46
ORD109547,2023-11-17,CUST3195,Pen Set,Stationery,South,1,257.52,0.0,257.52,97.12
ORD107026,2023-11-17,CUST1097,Pen Set,Stationery,East,4,244.35,0.05,928.53,350.25
ORD109698,2023-11-17,CUST3965,Pen Set,Stationery,North,6,256.31,0.15,1307.18,460.61
ORD104359,2023-11-17,CUST2508,Smartphone Y,Electronics,North,1,21820.41,0.0,21820.41,4466.12
ORD107091,2023-11-17,CUST2578,Bluetooth Speaker,Accessories,North,3,3233.15,0.25,7274.59,1856.94
ORD111696,2023-11-17,CUST3099,Notebook Pack,Stationery,South,2,451.11,0.05,857.11,308.25
ORD102725,2023-11-17,CUST1364,Mouse,Office Supplies,East,2,934.41,0.0,1868.82,471.49
ORD104317,2023-11-17,CUST1975,Notebook Pack,Stationery,South,1,468.59,0.1,421.73,157.54
ORD101738,2023-11-17,CUST3454,Pen Set,Stationery,West,2,240.99,0.15,409.68,143.5
ORD100757,2023-11-17,CUST1277,Mouse,Office Supplies,Central,2,846.38,0.1,1523.48,403.09
ORD106582,2023-11-17,CUST2393,Study Table,Furniture,North,5,7011.22,0.15,29797.68,8505.8
ORD109227,2023-11-18,CUST3167,Notebook Pack,Stationery,West,4,457.28,0.1,1646.21,590.99
ORD103200,2023-11-18,CUST2034,Desk Lamp,Furniture,North,4,1778.57,0.0,7114.28,2140.39
ORD109915,2023-11-18,CUST1594,Smart Watch,Accessories,South,6,6632.46,0.2,31835.81,8462.45
ORD102713,2023-11-18,CUST1868,Desk Lamp,Furniture,North,2,1666.66,0.2,2666.66,739.38
ORD102977,2023-11-18,CUST2829,Laptop Pro 14,Electronics,West,1,84619.35,0.15,71926.45,12665.61
ORD106287,2023-11-19,CUST2998,Keyboard,Office Supplies,North,5,1771.75,0.1,7972.88,1867.47
ORD108814,2023-11-19,CUST1518,Smartphone X,Electronics,West,7,32252.29,0.1,203189.43,36972.56
ORD106879,2023-11-19,CUST3903,Laptop Pro 14,Electronics,Central,1,83165.64,0.15,70690.79,12183.13
ORD103501,2023-11-19,CUST1271,Mouse,Office Supplies,South,4,877.45,0.1,3158.82,830.87
ORD104667,2023-11-19,CUST1172,Printer,Office Supplies,East,4,11665.45,0.1,41995.62,11293.55
ORD107619,2023-11-19,CUST1703,Bookshelf,Furniture,West,2,5478.34,0.1,9861.01,2867.19
ORD104853,2023-11-20,CUST1260,Office Chair,Furniture,East,3,8653.44,0.05,24662.3,7577.58
ORD105786,2023-11-20,CUST2137,Pen Set,Stationery,East,1,237.9,0.1,214.11,78.16
ORD103002,2023-11-20,CUST1283,Smartphone X,Electronics,East,1,31826.26,0.1,28643.63,5446.6
ORD100822,2023-11-20,CUST1431,Office Chair,Furniture,North,3,8785.55,0.0,26356.65,8131.06
ORD101611,2023-11-20,CUST1368,Keyboard,Office Supplies,East,2,1698.13,0.15,2886.82,769.77
ORD106940,2023-11-20,CUST1428,Office Chair,Furniture,West,3,8560.3,0.2,20544.72,5828.74
ORD107497,2023-11-20,CUST3281,Laptop Pro 14,Electronics,South,4,81644.86,0.1,293921.5,55652.87
ORD106644,2023-11-20,CUST1582,Backpack,Stationery,West,1,1860.47,0.1,1674.42,630.65
ORD108617,2023-11-20,CUST1566,Laptop Pro 14,Electronics,South,1,82358.31,0.0,82358.31,14113.05
ORD101140,2023-11-20,CUST3066,Office Chair,Furniture,Central,3,8588.81,0.1,23189.79,6938.49
ORD104965,2023-11-21,CUST2281,Keyboard,Office Supplies,West,3,1643.0,0.2,3943.2,914.14
ORD110503,2023-11-21,CUST1908,Smartphone X,Electronics,East,5,32495.73,0.15,138106.85,26372.64
ORD107919,2023-11-21,CUST2788,Backpack,Stationery,South,2,1833.25,0.15,3116.52,1122.48
ORD107649,2023-11-21,CUST3315,Smartphone X,Electronics,West,6,32686.84,0.25,147090.78,25089.87
ORD105777,2023-11-21,CUST1153,Office Chair,Furniture,East,2,8564.81,0.25,12847.22,3524.29
ORD109871,2023-11-21,CUST1196,Smartphone Y,Electronics,South,2,21759.43,0.0,43518.86,8886.95
ORD109057,2023-11-21,CUST1518,Printer,Office Supplies,South,3,12416.02,0.0,37248.06,8609.14
ORD109312,2023-11-21,CUST1898,Laptop Air 13,Electronics,South,2,64468.99,0.15,109597.28,22876.74
ORD104846,2023-11-21,CUST2276,Study Table,Furniture,East,2,7571.33,0.1,13628.39,3953.34
ORD108275,2023-11-21,CUST2477,Smartphone Y,Electronics,Central,2,22916.46,0.0,45832.92,9508.63
ORD102557,2023-11-21,CUST3624,Desk Lamp,Furniture,East,3,1793.85,0.2,4305.24,1248.91
ORD102761,2023-11-21,CUST2527,Study Table,Furniture,Central,2,6847.47,0.05,13010.19,3629.34
ORD107707,2023-11-21,CUST1943,Tablet Plus,Electronics,South,2,28927.72,0.0,57855.44,11610.49
ORD105602,2023-11-21,CUST1125,Office Chair,Furniture,West,2,8014.32,0.25,12021.48,3477.16
ORD104418,2023-11-22,CUST3927,Office Chair,Furniture,West,3,8367.38,0.15,21336.82,5768.95
ORD100735,2023-11-22,CUST2525,Printer,Office Supplies,East,3,11765.18,0.0,35295.54,8269.61
ORD109901,2023-11-22,CUST3543,Pen Set,Stationery,East,6,231.55,0.05,1319.84,512.79
ORD106937,2023-11-22,CUST2517,Wireless Headphones,Accessories,Central,1,4463.71,0.1,4017.34,1036.58
ORD102817,2023-11-22,CUST3464,Keyboard,Office Supplies,East,2,1828.08,0.0,3656.16,897.86
ORD105766,2023-11-22,CUST3774,Tablet Plus,Electronics,South,2,28087.15,0.0,56174.3,9766.19
ORD106444,2023-11-22,CUST2732,Laptop Pro 14,Electronics,West,1,85375.97,0.1,76838.37,15521.67
ORD105845,2023-11-22,CUST1832,Study Table,Furniture,South,6,6715.35,0.0,40292.1,11887.96
ORD107999,2023-11-22,CUST3448,Bluetooth Speaker,Accessories,Central,1,3197.94,0.15,2718.25,784.57
ORD103024,2023-11-23,CUST1378,Notebook Pack,Stationery,South,1,422.98,0.15,359.53,137.28
ORD102175,2023-11-23,CUST2052,Backpack,Stationery,Central,2,1876.18,0.15,3189.51,1220.55
ORD110392,2023-11-23,CUST2798,Keyboard,Office Supplies,South,2,1858.56,0.05,3531.26,870.67
ORD107652,2023-11-23,CUST1159,Tablet Plus,Electronics,West,2,26410.48,0.05,50179.91,8544.63
