Order_ID,Order_Date,Customer_ID,Product,Category,Region,Quantity,Unit_Price,Discount,Sales,Profit,Year,Month,Quarter,Day,Day_of_Week,Profit_Margin
ORD111090,2023-12-20,CUST1523,Study Table,Furniture,East,4,7260.72,0.15,24686.45,7474.66,2023,12,4,20,Wednesday,30.27839158728776
ORD110556,2023-12-20,CUST3437,Smartphone Y,Electronics,East,2,21943.27,0.1,39497.89,8176.89,2023,12,4,20,Wednesday,20.702093200421594
ORD110384,2023-12-21,CUST2159,Smartphone Y,Electronics,Central,2,23386.33,0.0,46772.66,8164.18,2023,12,4,21,Thursday,17.4550260771998
ORD109817,2023-12-21,CUST1297,Printer,Office Supplies,South,2,12345.1,0.1,22221.18,5115.48,2023,12,4,21,Thursday,23.020739672690645
ORD109805,2023-12-21,CUST2197,Bookshelf,Furniture,North,3,5587.2,0.2,13409.28,3907.99,2023,12,4,21,Thursday,29.143921224704084
ORD110902,2023-12-21,CUST3649,Pen Set,Stationery,West,1,248.57,0.1,223.71,85.48,2023,12,4,21,Thursday,38.21018282598006
ORD105800,2023-12-21,CUST2305,Pen Set,Stationery,West,1,248.44,0.1,223.6,80.81,2023,12,4,21,Thursday,36.14042933810376
ORD107489,2023-12-21,CUST3202,Laptop Air 13,Electronics,East,6,61516.38,0.1,332188.45,57894.72,2023,12,4,21,Thursday,17.428276028260463
ORD104100,2023-12-21,CUST2025,Pen Set,Stationery,South,4,252.36,0.05,958.97,360.4,2023,12,4,21,Thursday,37.581989009040946
ORD107611,2023-12-22,CUST2065,Bookshelf,Furniture,East,3,5399.65,0.1,14579.05,3937.78,2023,12,4,22,Friday,27.009853179733934
ORD107121,2023-12-22,CUST1391,Mouse,Office Supplies,North,5,890.54,0.15,3784.79,884.68,2023,12,4,22,Friday,23.374612594093726
ORD107239,2023-12-22,CUST2093,Bookshelf,Furniture,West,1,5799.76,0.1,5219.78,1510.01,2023,12,4,22,Friday,28.928613849625844
ORD109625,2023-12-22,CUST3666,Laptop Air 13,Electronics,North,2,67683.94,0.15,115062.7,21302.58,2023,12,4,22,Friday,18.51388851469677
ORD101236,2023-12-22,CUST3648,Mouse,Office Supplies,East,1,820.35,0.0,820.35,209.55,2023,12,4,22,Friday,25.54397513256537
ORD108409,2023-12-22,CUST3977,Keyboard,Office Supplies,West,1,1715.68,0.0,1715.68,424.68,2023,12,4,22,Friday,24.752867667630326
ORD102121,2023-12-22,CUST2549,Desk Lamp,Furniture,East,4,1739.94,0.2,5567.81,1720.75,2023,12,4,22,Friday,30.905329025236135
ORD101221,2023-12-22,CUST3463,Bookshelf,Furniture,North,1,5850.97,0.1,5265.87,1431.09,2023,12,4,22,Friday,27.176705843478853
ORD107015,2023-12-22,CUST1906,Laptop Pro 14,Electronics,West,1,87567.96,0.0,87567.96,18285.92,2023,12,4,22,Friday,20.881975553615725
ORD102823,2023-12-22,CUST2974,Smartphone X,Electronics,Central,1,30458.54,0.1,27412.69,5217.45,2023,12,4,22,Friday,19.03297341486735
ORD100848,2023-12-22,CUST2668,Mouse,Office Supplies,Central,4,888.16,0.2,2842.11,679.62,2023,12,4,22,Friday,23.912515701362718
ORD106302,2023-12-22,CUST2372,Smart Watch,Accessories,Central,4,6476.87,0.1,23316.73,6460.21,2023,12,4,22,Friday,27.7063293180476
ORD106331,2023-12-22,CUST1601,Keyboard,Office Supplies,North,5,1755.1,0.0,8775.5,2202.82,2023,12,4,22,Friday,25.101931513873854
ORD111560,2023-12-23,CUST3221,Keyboard,Office Supplies,Central,1,1883.88,0.0,1883.88,448.92,2023,12,4,23,Saturday,23.829543283011656
ORD111710,2023-12-23,CUST2348,Smartphone Y,Electronics,East,1,21146.25,0.05,20088.94,4078.37,2023,12,4,23,Saturday,20.301568922999422
ORD105280,2023-12-23,CUST1732,Printer,Office Supplies,Central,1,12559.11,0.05,11931.15,3070.62,2023,12,4,23,Saturday,25.736161225028603
ORD111247,2023-12-23,CUST3496,Bluetooth Speaker,Accessories,North,2,3059.36,0.1,5506.85,1399.25,2023,12,4,23,Saturday,25.409263008798135
ORD106769,2023-12-23,CUST3999,Wireless Headphones,Accessories,Central,2,4696.49,0.1,8453.68,2335.86,2023,12,4,23,Saturday,27.631280105232275
ORD111143,2023-12-23,CUST3284,Smartphone X,Electronics,North,2,32676.3,0.1,58817.34,11464.08,2023,12,4,23,Saturday,19.490986841635475
ORD106071,2023-12-23,CUST2418,Smart Watch,Accessories,Central,6,6310.43,0.1,34076.32,8531.64,2023,12,4,23,Saturday,25.036858440113253
ORD109884,2023-12-23,CUST3356,Laptop Air 13,Electronics,West,2,61298.34,0.25,91947.51,16692.34,2023,12,4,23,Saturday,18.154205589689163
ORD102942,2023-12-23,CUST2355,Mouse,Office Supplies,West,2,869.98,0.1,1565.96,405.53,2023,12,4,23,Saturday,25.896574625150066
ORD100357,2023-12-23,CUST2279,Study Table,Furniture,East,3,7373.78,0.05,21015.27,6433.66,2023,12,4,23,Saturday,30.61421528250648
ORD107729,2023-12-23,CUST1686,Tablet Plus,Electronics,Central,1,29036.36,0.1,26132.72,5185.34,2023,12,4,23,Saturday,19.842327932186162
ORD106875,2023-12-23,CUST1656,Laptop Air 13,Electronics,North,1,64063.61,0.0,64063.61,10905.67,2023,12,4,23,Saturday,17.023189920143434
ORD105483,2023-12-23,CUST3985,Smartphone Y,Electronics,South,4,21589.97,0.1,77723.89,15527.81,2023,12,4,23,Saturday,19.978168874460607
ORD100502,2023-12-24,CUST2685,Office Chair,Furniture,East,2,8305.34,0.1,14949.61,4333.11,2023,12,4,24,Sunday,28.984769502348218
ORD104516,2023-12-24,CUST2474,Keyboard,Office Supplies,Central,3,1801.29,0.05,5133.68,1281.78,2023,12,4,24,Sunday,24.968054105437034
ORD105959,2023-12-24,CUST3326,Printer,Office Supplies,North,3,12997.11,0.0,35092.2,8974.73,2023,12,4,24,Sunday,25.574714608944436
ORD102708,2023-12-24,CUST2398,Laptop Pro 14,Electronics,South,3,81183.13,0.0,243549.39,46099.09,2023,12,4,24,Sunday,18.928025235456346
ORD110961,2023-12-25,CUST2883,Tablet Plus,Electronics,East,2,27126.02,0.15,46114.23,9576.43,2023,12,4,25,Monday,20.76675681237657
ORD107561,2023-12-25,CUST3067,Desk Lamp,Furniture,South,3,1809.93,0.15,4615.32,1269.86,2023,12,4,25,Monday,27.51401852959275
ORD102606,2023-12-25,CUST3956,Printer,Office Supplies,Central,4,13010.71,0.05,49440.7,12913.03,2023,12,4,25,Monday,26.118218390920845
ORD104481,2023-12-25,CUST3233,Pen Set,Stationery,North,2,252.91,0.05,480.53,177.74,2023,12,4,25,Monday,36.98832539071442
ORD107636,2023-12-25,CUST1665,Laptop Pro 14,Electronics,North,5,79592.98,0.15,338270.16,70670.34,2023,12,4,25,Monday,20.891686100837273
ORD108148,2023-12-25,CUST3239,Bluetooth Speaker,Accessories,Central,5,3232.1,0.15,13736.42,3864.71,2023,12,4,25,Monday,28.134768738870825
ORD111396,2023-12-25,CUST2493,Smartphone Y,Electronics,West,1,21571.19,0.05,20492.63,3769.32,2023,12,4,25,Monday,18.39353953104116
ORD106939,2023-12-25,CUST2484,Laptop Air 13,Electronics,East,1,67832.18,0.0,67832.18,13321.98,2023,12,4,25,Monday,19.639616477017253
ORD110009,2023-12-25,CUST3528,Bluetooth Speaker,Accessories,Central,1,3131.67,0.0,3131.67,843.33,2023,12,4,25,Monday,26.929082566170763
ORD101241,2023-12-26,CUST3315,Pen Set,Stationery,East,3,231.06,0.15,589.2,207.73,2023,12,4,26,Tuesday,35.25627970128988
ORD111558,2023-12-26,CUST3150,Bookshelf,Furniture,North,1,5599.95,0.05,5319.95,1597.66,2023,12,4,26,Tuesday,30.0314852583201
ORD101937,2023-12-26,CUST3510,Mouse,Office Supplies,South,1,884.99,0.1,796.49,197.03,2023,12,4,26,Tuesday,24.737284837223317
ORD109677,2023-12-26,CUST1689,Smartphone Y,Electronics,East,1,22835.86,0.1,20552.27,4149.54,2023,12,4,26,Tuesday,20.19017850582928
ORD104019,2023-12-26,CUST1593,Smartphone Y,Electronics,Central,1,22322.59,0.0,22322.59,4563.87,2023,12,4,26,Tuesday,20.44507380191994
ORD102540,2023-12-26,CUST1616,Study Table,Furniture,West,1,6816.27,0.2,5453.02,1592.43,2023,12,4,26,Tuesday,29.20271702652842
ORD108671,2023-12-26,CUST3240,Smartphone Y,Electronics,South,5,20021.28,0.05,95101.08,17568.32,2023,12,4,26,Tuesday,18.47331281621618
ORD109860,2023-12-26,CUST3035,Desk Lamp,Furniture,North,4,1861.95,0.0,7447.8,2214.04,2023,12,4,26,Tuesday,29.727436289911115
ORD111489,2023-12-26,CUST1008,Bookshelf,Furniture,South,8,5302.55,0.0,42420.4,12808.58,2023,12,4,26,Tuesday,30.19438760596317
ORD100623,2023-12-26,CUST3296,Study Table,Furniture,North,3,7048.7,0.1,19031.49,5588.32,2023,12,4,26,Tuesday,29.363544315237533
ORD103744,2023-12-26,CUST3666,Smart Watch,Accessories,South,2,6685.75,0.15,11365.78,2850.93,2023,12,4,26,Tuesday,25.08345225756613
ORD101753,2023-12-27,CUST2458,Study Table,Furniture,North,4,6872.9,0.1,24742.44,7183.72,2023,12,4,27,Wednesday,29.0339998803675
ORD111988,2023-12-27,CUST3034,Desk Lamp,Furniture,East,5,1816.98,0.2,7267.92,2155.39,2023,12,4,27,Wednesday,29.656215258285723
ORD110662,2023-12-27,CUST3545,Smart Watch,Accessories,West,6,6953.61,0.05,39635.58,10769.32,2023,12,4,27,Wednesday,27.1708399372483
ORD103195,2023-12-27,CUST3591,Bookshelf,Furniture,South,3,5516.05,0.0,16548.15,4975.44,2023,12,4,27,Wednesday,30.066442472421386
ORD101549,2023-12-27,CUST2649,Study Table,Furniture,South,1,6432.82,0.1,5789.54,1711.85,2023,12,4,27,Wednesday,29.567979494053066
ORD102913,2023-12-27,CUST1459,Keyboard,Office Supplies,South,3,1746.38,0.1,4715.23,1145.82,2023,12,4,27,Wednesday,24.30040528245706
ORD109452,2023-12-28,CUST1662,Pen Set,Stationery,North,6,240.33,0.2,1153.58,420.73,2023,12,4,28,Thursday,36.47167946739715
ORD102959,2023-12-28,CUST2725,Laptop Pro 14,Electronics,Central,7,89809.97,0.0,628669.79,118468.17,2023,12,4,28,Thursday,18.844260036735662
ORD102447,2023-12-28,CUST1153,Wireless Headphones,Accessories,North,1,4397.96,0.1,3958.16,1060.57,2023,12,4,28,Thursday,26.79452068637953
ORD109831,2023-12-28,CUST1350,Office Chair,Furniture,North,6,8609.66,0.2,41326.37,12034.71,2023,12,4,28,Thursday,29.12113984363978
ORD108462,2023-12-28,CUST3206,Bookshelf,Furniture,South,2,5854.56,0.05,11123.66,3243.49,2023,12,4,28,Thursday,29.158478414478683
ORD102893,2023-12-28,CUST3482,Mouse,Office Supplies,North,1,927.81,0.0,927.81,237.03,2023,12,4,28,Thursday,25.547256442590616
ORD107495,2023-12-28,CUST2729,Laptop Air 13,Electronics,Central,3,65292.38,0.1,176289.43,33021.88,2023,12,4,28,Thursday,18.731627869010637
ORD102015,2023-12-28,CUST2807,Smartphone X,Electronics,South,7,32694.69,0.25,171647.12,30297.36,2023,12,4,28,Thursday,17.65095738279792
ORD106108,2023-12-28,CUST1597,Bluetooth Speaker,Accessories,South,4,3466.74,0.0,13866.96,3928.92,2023,12,4,28,Thursday,28.33295834126586
ORD107012,2023-12-29,CUST3362,Smartphone X,Electronics,Central,4,34089.0,0.25,102267.0,21238.3,2023,12,4,29,Friday,20.767500757820216
ORD103422,2023-12-29,CUST3631,Smartphone X,Electronics,West,1,29869.58,0.0,29869.58,5464.3,2023,12,4,29,Friday,18.293862853110088
ORD104347,2023-12-29,CUST2790,Backpack,Stationery,West,2,1881.88,0.1,3387.38,1199.15,2023,12,4,29,Friday,35.40051603304028
ORD106778,2023-12-29,CUST1606,Study Table,Furniture,East,4,7170.65,0.0,28682.6,8302.97,2023,12,4,29,Friday,28.94775926868554
ORD100676,2023-12-29,CUST2878,Notebook Pack,Stationery,West,2,428.58,0.05,814.3,308.05,2023,12,4,29,Friday,37.83003806950755
ORD109095,2023-12-29,CUST2457,Laptop Air 13,Electronics,East,5,62019.67,0.1,279088.52,54225.61,2023,12,4,29,Friday,19.42953798314599
ORD102566,2023-12-29,CUST3638,Smartphone Y,Electronics,West,3,22071.01,0.1,59591.73,10997.75,2023,12,4,29,Friday,18.455161479621417
ORD105023,2023-12-29,CUST1958,Smartphone Y,Electronics,West,5,22500.36,0.0,112501.8,19256.98,2023,12,4,29,Friday,17.11704168288863
ORD101219,2023-12-29,CUST2244,Keyboard,Office Supplies,South,4,1805.59,0.05,6861.24,1825.91,2023,12,4,29,Friday,26.611953524435815
ORD100838,2023-12-29,CUST2413,Desk Lamp,Furniture,Central,1,1739.87,0.1,1565.88,441.98,2023,12,4,29,Friday,28.225662247426364
ORD110764,2023-12-29,CUST1076,Smartphone Y,Electronics,East,6,20904.24,0.05,119154.17,22420.45,2023,12,4,29,Friday,18.816336851660335
ORD103318,2023-12-29,CUST2303,Laptop Pro 14,Electronics,West,1,86703.41,0.0,86703.41,16240.11,2023,12,4,29,Friday,18.730647387455697
ORD101234,2023-12-29,CUST3409,Bookshelf,Furniture,North,2,5277.06,0.05,10026.41,3015.63,2023,12,4,29,Friday,30.07686699426814
ORD104097,2023-12-29,CUST2820,Notebook Pack,Stationery,North,5,471.34,0.0,2356.7,859.2,2023,12,4,29,Friday,36.45775873042815
ORD103730,2023-12-30,CUST1807,Backpack,Stationery,South,1,1766.73,0.1,1590.06,613.31,2023,12,4,30,Saturday,38.57150044652403
ORD108332,2023-12-30,CUST1825,Laptop Pro 14,Electronics,Central,2,84702.65,0.2,135524.24,23198.28,2023,12,4,30,Saturday,17.117439655075728
ORD101598,2023-12-30,CUST3779,Smart Watch,Accessories,Central,4,6552.63,0.15,22278.94,6373.44,2023,12,4,30,Saturday,28.607465166655142
ORD107816,2023-12-30,CUST1541,Bluetooth Speaker,Accessories,East,2,3012.37,0.15,5121.03,1300.34,2023,12,4,30,Saturday,25.39215743707809
ORD105304,2023-12-30,CUST1500,Pen Set,Stationery,North,1,252.5,0.1,227.25,87.22,2023,12,4,30,Saturday,38.38063806380638
ORD107457,2023-12-30,CUST2267,Study Table,Furniture,East,4,6783.63,0.2,21707.62,6086.58,2023,12,4,30,Saturday,28.038909839033483
ORD101106,2023-12-30,CUST1005,Tablet Plus,Electronics,West,6,27405.3,0.1,147988.62,30711.16,2023,12,4,30,Saturday,20.75237947350276
ORD109267,2023-12-30,CUST2048,Smartphone Y,Electronics,North,2,21834.34,0.2,34934.94,6627.01,2023,12,4,30,Saturday,18.969576017591557
ORD104589,2023-12-30,CUST2120,Tablet Plus,Electronics,East,7,28204.04,0.1,177685.45,31556.26,2023,12,4,30,Saturday,17.759619597440306
ORD110822,2023-12-30,CUST3011,Backpack,Stationery,North,2,1883.85,0.15,3202.54,1121.97,2023,12,4,30,Saturday,35.03375445739944
ORD101737,2023-12-30,CUST2646,Tablet Plus,Electronics,Central,3,27958.43,0.0,83875.29,16449.7,2023,12,4,30,Saturday,19.61209314447676
ORD102594,2023-12-31,CUST2679,Printer,Office Supplies,South,1,13086.12,0.0,13086.12,3479.46,2023,12,4,31,Sunday,26.5889354522196
ORD107565,2023-12-31,CUST1766,Smartphone Y,Electronics,North,1,23051.27,0.0,23051.27,4151.9,2023,12,4,31,Sunday,18.011588949329038
ORD109688,2023-12-31,CUST3508,Smart Watch,Accessories,South,3,6703.96,0.0,20111.88,5641.39,2023,12,4,31,Sunday,28.050038086941647
ORD102655,2023-12-31,CUST3094,Keyboard,Office Supplies,North,2,1841.98,0.1,3315.56,775.44,2023,12,4,31,Sunday,23.387904305758305
ORD108723,2023-12-31,CUST3254,Pen Set,Stationery,West,1,248.67,0.0,248.67,87.93,2023,12,4,31,Sunday,35.36011581614188
ORD101041,2023-12-31,CUST2154,Smart Watch,Accessories,North,5,6484.71,0.25,24317.66,6248.07,2023,12,4,31,Sunday,25.69354946158471
ORD107575,2023-12-31,CUST3418,Printer,Office Supplies,East,2,12862.34,0.0,25724.68,6477.99,2023,12,4,31,Sunday,25.182004207632513
ORD109408,2023-12-31,CUST2661,Smartphone Y,Electronics,East,2,22034.03,0.0,44068.06,8626.5,2023,12,4,31,Sunday,19.575402230095904
ORD105597,2023-12-31,CUST2163,Tablet Plus,Electronics,West,1,27644.33,0.1,24879.9,4965.47,2023,12,4,31,Sunday,19.957757064939972
ORD100667,2023-12-31,CUST3539,Keyboard,Office Supplies,West,2,1879.02,0.1,3382.24,817.27,2023,12,4,31,Sunday,24.163572070580443
ORD101246,2023-12-31,CUST3322,Mouse,Office Supplies,North,4,853.35,0.05,3242.73,862.77,2023,12,4,31,Sunday,26.606285444671617
ORD107658,2023-12-31,CUST1995,Bluetooth Speaker,Accessories,East,2,3051.56,0.05,5797.96,1665.69,2023,12,4,31,Sunday,28.72889775024319
ORD111877,2023-12-31,CUST2803,Office Chair,Furniture,East,2,8249.76,0.1,14849.57,4033.9,2023,12,4,31,Sunday,27.16509636305967
ORD109755,2023-12-31,CUST1282,Mouse,Office Supplies,East,1,913.43,0.0,913.43,214.24,2023,12,4,31,Sunday,23.454451901076165
ORD103609,2023-12-31,CUST2213,Bookshelf,Furniture,West,2,5434.15,0.05,10324.88,2863.97,2023,12,4,31,Sunday,27.738530617304995
ORD104493,2024-01-01,CUST1697,Office Chair,Furniture,East,4,8379.64,0.05,31842.63,8967.07,2024,1,1,1,Monday,28.16058221321543
ORD111590,2024-01-01,CUST1700,Tablet Plus,Electronics,South,2,27168.09,0.1,48902.56,9242.76,2024,1,1,1,Monday,18.90036022654029
ORD103721,2024-01-01,CUST3037,Laptop Air 13,Electronics,South,1,65581.84,0.1,59023.66,11711.33,2024,1,1,1,Monday,19.841754984357117
ORD111200,2024-01-01,CUST2968,Printer,Office Supplies,South,2,12623.89,0.0,25247.78,6507.77,2024,1,1,1,Monday,25.775612746942507
ORD104059,2024-01-01,CUST1813,Desk Lamp,Furniture,East,2,1770.82,0.0,3541.64,1014.78,2024,1,1,1,Monday,28.65282750364238
ORD103594,2024-01-01,CUST3108,Laptop Air 13,Electronics,South,3,61662.56,0.05,175738.3,34791.93,2024,1,1,1,Monday,19.797579696628453
ORD105451,2024-01-01,CUST2272,Bluetooth Speaker,Accessories,West,2,3067.18,0.05,5827.64,1588.93,2024,1,1,1,Monday,27.265411041176186
ORD106630,2024-01-01,CUST2020,Laptop Air 13,Electronics,West,5,61940.91,0.15,263248.87,51950.24,2024,1,1,1,Monday,19.734268944820162
ORD105164,2024-01-01,CUST2189,Mouse,Office Supplies,Central,1,918.19,0.2,734.55,173.21,2024,1,1,1,Monday,23.580423388469132
ORD101924,2024-01-01,CUST3949,Pen Set,Stationery,North,4,245.44,0.1,883.58,318.53,2024,1,1,1,Monday,36.04993322619344
ORD102273,2024-01-01,CUST1586,Smartphone Y,Electronics,South,7,20674.79,0.15,123015.0,24069.98,2024,1,1,1,Monday,19.566703247571436
ORD111358,2024-01-01,CUST2717,Mouse,Office Supplies,East,1,926.83,0.1,834.15,224.83,2024,1,1,1,Monday,26.95318587783972
ORD108436,2024-01-02,CUST1438,Mouse,Office Supplies,Central,6,905.2,0.05,5159.64,1375.68,2024,1,1,2,Tuesday,26.662325278507804
ORD106228,2024-01-02,CUST1038,Printer,Office Supplies,North,5,13050.45,0.0,65252.25,17043.96,2024,1,1,2,Tuesday,26.120110800776985
ORD104498,2024-01-02,CUST1621,Printer,Office Supplies,North,1,12196.1,0.05,11586.3,2687.73,2024,1,1,2,Tuesday,23.197483234509725
ORD103222,2024-01-02,CUST2524,Smart Watch,Accessories,West,8,6837.88,0.05,51967.89,14807.03,2024,1,1,2,Tuesday,28.492651904858945
ORD104674,2024-01-02,CUST3590,Wireless Headphones,Accessories,Central,2,4495.67,0.05,8541.77,2313.61,2024,1,1,2,Tuesday,27.085838181079563
ORD103947,2024-01-02,CUST3728,Bluetooth Speaker,Accessories,Central,1,3185.35,0.05,3026.08,840.88,2024,1,1,2,Tuesday,27.787765029344897
ORD103264,2024-01-02,CUST2575,Laptop Air 13,Electronics,West,3,66095.83,0.05,188373.12,38404.15,2024,1,1,2,Tuesday,20.3872771231904
ORD106621,2024-01-02,CUST3039,Desk Lamp,Furniture,East,3,1848.04,0.1,4989.71,1349.18,2024,1,1,2,Tuesday,27.039246769852358
ORD111844,2024-01-02,CUST2716,Smart Watch,Accessories,West,1,6411.62,0.2,5129.3,1292.27,2024,1,1,2,Tuesday,25.193886105316516
ORD111153,2024-01-02,CUST1382,Mouse,Office Supplies,Central,1,886.92,0.1,798.23,190.98,2024,1,1,2,Tuesday,23.925435024992794
ORD103974,2024-01-03,CUST2395,Keyboard,Office Supplies,North,5,1858.83,0.0,9294.15,2138.58,2024,1,1,3,Wednesday,23.009957876728908
ORD109963,2024-01-03,CUST2926,Smartphone X,Electronics,West,1,30427.44,0.1,27384.7,5386.67,2024,1,1,3,Wednesday,19.670363378090684
ORD105497,2024-01-03,CUST2021,Bookshelf,Furniture,South,7,5323.59,0.15,31675.36,9247.84,2024,1,1,3,Wednesday,29.19569027786898
ORD104178,2024-01-03,CUST1988,Pen Set,Stationery,West,1,245.55,0.25,184.16,66.15,2024,1,1,3,Wednesday,35.91985230234579
ORD110050,2024-01-03,CUST3454,Desk Lamp,Furniture,East,2,1771.37,0.05,3365.6,912.99,2024,1,1,3,Wednesday,27.12710957927264
ORD108346,2024-01-03,CUST2421,Bookshelf,Furniture,Central,1,5518.78,0.1,4966.9,1378.19,2024,1,1,3,Wednesday,27.747488373029462
ORD105175,2024-01-03,CUST2967,Study Table,Furniture,East,7,7224.45,0.1,45514.04,14060.99,2024,1,1,3,Wednesday,30.89374179923382
ORD111029,2024-01-03,CUST1274,Smartphone X,Electronics,East,2,31076.81,0.1,55938.26,10037.56,2024,1,1,3,Wednesday,17.943997543005448
ORD101936,2024-01-03,CUST2491,Smartphone X,Electronics,North,3,33069.24,0.1,89286.95,18486.51,2024,1,1,3,Wednesday,20.704604648271665
ORD108852,2024-01-03,CUST2420,Desk Lamp,Furniture,East,1,1771.58,0.15,1505.84,416.61,2024,1,1,3,Wednesday,27.666285926791694
ORD105540,2024-01-03,CUST1081,Laptop Air 13,Electronics,North,4,67176.92,0.05,255272.3,47657.84,2024,1,1,3,Wednesday,18.66941301504315
ORD110831,2024-01-03,CUST1740,Office Chair,Furniture,North,1,8247.12,0.0,8247.12,2366.99,2024,1,1,3,Wednesday,28.70080706961945
ORD111948,2024-01-03,CUST3599,Printer,Office Supplies,East,3,12280.69,0.15,31315.76,7864.96,2024,1,1,3,Wednesday,25.11502195699546
ORD109575,2024-01-04,CUST3141,Study Table,Furniture,East,1,6882.51,0.0,6882.51,1932.66,2024,1,1,4,Thursday,28.080743798410758
ORD110863,2024-01-04,CUST1817,Notebook Pack,Stationery,West,1,453.42,0.0,453.42,164.55,2024,1,1,4,Thursday,36.29085615985179
ORD111141,2024-01-04,CUST2745,Laptop Pro 14,Electronics,North,2,90735.02,0.1,163323.04,31362.98,2024,1,1,4,Thursday,19.203034672878974
ORD103276,2024-01-04,CUST2183,Bluetooth Speaker,Accessories,East,1,3339.28,0.15,2838.39,731.17,2024,1,1,4,Thursday,25.76002593019282
ORD105850,2024-01-04,CUST2352,Desk Lamp,Furniture,South,4,1993.27,0.05,7574.43,2205.14,2024,1,1,4,Thursday,29.11294975331477
ORD102582,2024-01-04,CUST3016,Bookshelf,Furniture,North,2,5489.27,0.05,10429.61,3056.23,2024,1,1,4,Thursday,29.303396771307845
ORD106711,2024-01-04,CUST1830,Laptop Pro 14,Electronics,South,4,89605.85,0.0,268817.55,52120.26,2024,1,1,4,Thursday,19.388711786116644
ORD103129,2024-01-04,CUST2195,Bookshelf,Furniture,North,1,5290.32,0.05,5025.8,1445.47,2024,1,1,4,Thursday,28.760993274702535
ORD109727,2024-01-05,CUST3542,Tablet Plus,Electronics,East,1,27044.19,0.1,24339.77,4516.22,2024,1,1,5,Friday,18.55490006684533
ORD103943,2024-01-05,CUST2996,Printer,Office Supplies,East,1,12500.27,0.0,12500.27,2942.35,2024,1,1,5,Friday,23.538291572902022
ORD110549,2024-01-05,CUST3796,Mouse,Office Supplies,West,3,932.19,0.0,2796.57,717.92,2024,1,1,5,Friday,25.671447523215935
ORD103261,2024-01-05,CUST2815,Notebook Pack,Stationery,South,7,460.52,0.2,2578.91,913.53,2024,1,1,5,Friday,35.423105110298536
ORD101951,2024-01-05,CUST2426,Backpack,Stationery,North,7,1802.6,0.1,11356.38,4153.49,2024,1,1,5,Friday,36.57406673605498
ORD109797,2024-01-05,CUST2662,Printer,Office Supplies,North,2,12214.06,0.15,20763.9,5550.08,2024,1,1,5,Friday,26.72946797085326
ORD109662,2024-01-05,CUST3426,Mouse,Office Supplies,South,2,921.3,0.0,1842.6,462.69,2024,1,1,5,Friday,25.110713122761318
ORD111364,2024-01-05,CUST2433,Notebook Pack,Stationery,East,3,463.24,0.05,1320.23,496.89,2024,1,1,5,Friday,37.63662392158942
ORD111573,2024-01-05,CUST1049,Office Chair,Furniture,Central,4,8845.8,0.15,30075.72,9319.91,2024,1,1,5,Friday,30.98815256958104
ORD100319,2024-01-05,CUST1869,Smartphone X,Electronics,West,4,31452.18,0.15,106937.41,18424.68,2024,1,1,5,Friday,17.22940549990878
ORD102165,2024-01-06,CUST1321,Smartphone Y,Electronics,South,1,22015.67,0.25,16511.75,3232.07,2024,1,1,6,Saturday,19.57436371069087
ORD110148,2024-01-06,CUST1918,Tablet Plus,Electronics,Central,2,26707.79,0.1,48074.02,9169.98,2024,1,1,6,Saturday,19.074710207301155
ORD106573,2024-01-06,CUST1643,Printer,Office Supplies,South,2,12293.54,0.05,23357.73,6243.9,2024,1,1,6,Saturday,26.731621608777907
ORD108917,2024-01-06,CUST3163,Printer,Office Supplies,East,5,13082.72,0.1,58872.24,15005.93,2024,1,1,6,Saturday,25.488974090335276
ORD107141,2024-01-06,CUST2919,Smartphone Y,Electronics,West,2,22934.6,0.15,38988.82,7892.09,2024,1,1,6,Saturday,20.24193089198391
ORD105967,2024-01-06,CUST3321,Notebook Pack,Stationery,West,2,482.47,0.2,771.95,270.34,2024,1,1,6,Saturday,35.02040287583392
ORD100864,2024-01-06,CUST3648,Keyboard,Office Supplies,Central,2,1705.96,0.15,2900.13,682.12,2024,1,1,6,Saturday,23.520324950950474
ORD106381,2024-01-06,CUST2367,Laptop Air 13,Electronics,South,4,63191.51,0.1,227489.44,46918.29,2024,1,1,6,Saturday,20.624381509752716
ORD111579,2024-01-06,CUST1840,Bluetooth Speaker,Accessories,South,5,3068.19,0.2,12272.76,3261.07,2024,1,1,6,Saturday,26.571610623853154
ORD103556,2024-01-06,CUST1236,Tablet Plus,Electronics,Central,8,26770.9,0.0,214167.2,36824.12,2024,1,1,6,Saturday,17.194098816251977
ORD106548,2024-01-06,CUST2369,Study Table,Furniture,East,1,6800.03,0.15,5780.03,1688.05,2024,1,1,6,Saturday,29.204865718690044
ORD109477,2024-01-06,CUST2396,Smartphone X,Electronics,North,3,31394.81,0.0,94184.43,19341.06,2024,1,1,6,Saturday,20.535305039272416
ORD104122,2024-01-06,CUST1230,Bookshelf,Furniture,North,1,5471.12,0.1,4924.01,1514.19,2024,1,1,6,Saturday,30.75115606995112
ORD108903,2024-01-06,CUST3088,Printer,Office Supplies,North,2,11723.57,0.2,18757.71,4468.35,2024,1,1,6,Saturday,23.821404638412687
ORD109861,2024-01-07,CUST1222,Smartphone Y,Electronics,West,2,22691.49,0.2,36306.38,6438.46,2024,1,1,7,Sunday,17.73368757777559
