Quantity,Unit_Price,Discount,Year,Month,Quarter,Day,Day_of_Week_Number,Gross_Sales,Discount_Amount,Net_Unit_Price,Category,Region,Sales
2,31414.44,0.0,2023,2,1,23,3,62828.88,0.0,31414.44,Electronics,South,62828.88
2,12153.07,0.0,2023,2,1,23,3,24306.14,0.0,12153.07,Office Supplies,West,24306.14
8,460.76,0.1,2023,2,1,23,3,3686.08,368.608,414.68375,Stationery,South,3317.47
3,5550.43,0.0,2023,2,1,23,3,16651.29,0.0,5550.43,Furniture,Central,16651.29
1,896.52,0.1,2023,2,1,24,4,896.52,89.652,806.87,Office Supplies,Central,806.87
1,7055.46,0.1,2023,2,1,24,4,7055.46,705.546,6349.91,Accessories,East,6349.91
2,250.71,0.15,2023,2,1,24,4,501.42,75.213,213.105,Stationery,South,426.21
1,251.24,0.1,2023,2,1,24,4,251.24,25.124000000000002,226.12,Stationery,North,226.12
1,6918.59,0.1,2023,2,1,24,4,6918.59,691.859,6226.73,Furniture,South,6226.73
1,4666.37,0.0,2023,2,1,24,4,4666.37,0.0,4666.37,Accessories,West,4666.37
6,5171.49,0.0,2023,2,1,24,4,31028.94,0.0,5171.49,Furniture,Central,31028.94
1,1749.4,0.15,2023,2,1,24,4,1749.4,262.41,1486.99,Office Supplies,South,1486.99
8,32307.86,0.25,2023,2,1,24,4,258462.88,64615.72,24230.895,Electronics,West,193847.16
1,27025.96,0.15,2023,2,1,24,4,27025.96,4053.894,22972.07,Electronics,North,22972.07
5,81097.99,0.15,2023,2,1,24,4,405489.95,60823.4925,68933.292,Electronics,East,344666.46
4,906.58,0.0,2023,2,1,24,4,3626.32,0.0,906.58,Office Supplies,East,3626.32
1,894.66,0.0,2023,2,1,25,5,894.66,0.0,894.66,Office Supplies,Central,894.66
3,11939.29,0.15,2023,2,1,25,5,35817.87,5372.6805,10148.396666666666,Office Supplies,South,30445.19
8,270.0,0.1,2023,2,1,25,5,2160.0,216.0,243.0,Stationery,South,1944.0
2,30535.31,0.15,2023,2,1,25,5,61070.62,9160.593,25955.015,Electronics,West,51910.03
1,3185.25,0.05,2023,2,1,25,5,3185.25,159.26250000000002,3025.99,Accessories,South,3025.99
5,8721.52,0.0,2023,2,1,25,5,43607.600000000006,0.0,8721.52,Furniture,South,43607.6
4,12866.05,0.0,2023,2,1,25,5,51464.2,0.0,12866.05,Office Supplies,Central,51464.2
3,82286.43,0.05,2023,2,1,25,5,246859.28999999998,12342.9645,78172.11,Electronics,Central,234516.33
7,27029.82,0.15,2023,2,1,25,5,189208.74,28381.310999999998,22975.347142857143,Electronics,West,160827.43
2,1837.06,0.2,2023,2,1,25,5,3674.12,734.8240000000001,1469.65,Office Supplies,North,2939.3
6,6809.78,0.1,2023,2,1,26,6,40858.68,4085.8680000000004,6128.801666666666,Furniture,North,36772.81
1,844.89,0.05,2023,2,1,26,6,844.89,42.2445,802.65,Office Supplies,South,802.65
8,1874.72,0.05,2023,2,1,26,6,14997.76,749.888,1780.98375,Office Supplies,North,14247.87
8,5887.11,0.2,2023,2,1,26,6,47096.88,9419.376,4709.6875,Furniture,South,37677.5
4,4489.14,0.0,2023,2,1,26,6,17956.56,0.0,4489.14,Accessories,North,17956.56
4,11688.08,0.15,2023,2,1,26,6,46752.32,7012.848,9934.8675,Office Supplies,Central,39739.47
2,248.63,0.0,2023,2,1,26,6,497.26,0.0,248.63,Stationery,South,497.26
2,1891.4,0.1,2023,2,1,26,6,3782.8,378.28000000000003,1702.26,Stationery,Central,3404.52
2,437.29,0.1,2023,2,1,26,6,874.58,87.45800000000001,393.56,Stationery,South,787.12
4,82960.4,0.15,2023,2,1,26,6,331841.6,49776.24,70516.34,Electronics,South,282065.36
2,1749.88,0.15,2023,2,1,26,6,3499.76,524.964,1487.4,Stationery,South,2974.8
4,1926.65,0.0,2023,2,1,26,6,7706.6,0.0,1926.65,Stationery,South,7706.6
3,6740.47,0.05,2023,2,1,26,6,20221.41,1011.0705,6403.446666666667,Furniture,North,19210.34
1,1794.62,0.0,2023,2,1,27,0,1794.62,0.0,1794.62,Stationery,South,1794.62
5,85637.37,0.05,2023,2,1,27,0,428186.85,21409.3425,81355.50200000001,Electronics,South,406777.51
6,5459.1,0.0,2023,2,1,27,0,32754.600000000002,0.0,5459.099999999999,Furniture,South,32754.6
3,254.91,0.1,2023,2,1,27,0,764.73,76.473,229.42,Stationery,North,688.26
2,1888.61,0.15,2023,2,1,27,0,3777.22,566.583,1605.32,Office Supplies,East,3210.64
1,6136.79,0.0,2023,2,1,27,0,6136.79,0.0,6136.79,Accessories,West,6136.79
6,29572.66,0.2,2023,2,1,27,0,177435.96,35487.192,23658.12833333333,Electronics,West,141948.77
5,66405.89,0.0,2023,2,1,27,0,332029.45,0.0,66405.89,Electronics,East,332029.45
2,8847.07,0.1,2023,2,1,27,0,17694.14,1769.414,7962.365,Furniture,East,15924.73
3,27711.69,0.1,2023,2,1,27,0,83135.06999999999,8313.507,24940.52,Electronics,North,74821.56
7,4541.07,0.1,2023,2,1,28,1,31787.489999999998,3178.749,4086.9628571428575,Accessories,Central,28608.74
3,3096.0,0.05,2023,2,1,28,1,9288.0,464.40000000000003,2941.2000000000003,Accessories,West,8823.6
1,23082.24,0.15,2023,2,1,28,1,23082.24,3462.3360000000002,19619.9,Electronics,West,19619.9
3,5388.38,0.1,2023,2,1,28,1,16165.14,1616.5140000000001,4849.543333333333,Furniture,Central,14548.63
3,245.79,0.0,2023,2,1,28,1,737.37,0.0,245.79,Stationery,Central,737.37
2,9083.15,0.15,2023,2,1,28,1,18166.3,2724.9449999999997,7720.68,Furniture,South,15441.36
1,29136.44,0.0,2023,2,1,28,1,29136.44,0.0,29136.44,Electronics,North,29136.44
2,21674.44,0.15,2023,2,1,28,1,43348.88,6502.331999999999,18423.275,Electronics,Central,36846.55
2,466.83,0.0,2023,2,1,28,1,933.66,0.0,466.83,Stationery,North,933.66
1,1774.27,0.1,2023,2,1,28,1,1774.27,177.42700000000002,1596.84,Stationery,North,1596.84
7,887.98,0.0,2023,2,1,28,1,6215.860000000001,0.0,887.9799999999999,Office Supplies,East,6215.86
1,257.3,0.0,2023,3,1,1,2,257.3,0.0,257.3,Stationery,Central,257.3
7,69254.67,0.0,2023,3,1,1,2,484782.69,0.0,69254.67,Electronics,South,484782.69
2,1806.41,0.1,2023,3,1,1,2,3612.82,361.28200000000004,1625.77,Office Supplies,West,3251.54
1,1809.52,0.1,2023,3,1,1,2,1809.52,180.952,1628.57,Furniture,Central,1628.57
3,63125.98,0.1,2023,3,1,1,2,189377.94,18937.794,56813.38333333333,Electronics,North,170440.15
6,242.74,0.1,2023,3,1,1,2,1456.44,145.644,218.46666666666667,Stationery,West,1310.8
2,4457.04,0.0,2023,3,1,1,2,8914.08,0.0,4457.04,Accessories,Central,8914.08
2,8808.29,0.05,2023,3,1,1,2,17616.58,880.8290000000002,8367.875,Furniture,North,16735.75
6,86618.41,0.1,2023,3,1,2,3,519710.46,51971.046,77956.56833333333,Electronics,Central,467739.41
6,3096.06,0.1,2023,3,1,2,3,18576.36,1857.6360000000002,2786.4533333333334,Accessories,East,16718.72
1,3201.46,0.05,2023,3,1,2,3,3201.46,160.073,3041.39,Accessories,North,3041.39
5,1823.21,0.1,2023,3,1,2,3,9116.05,911.605,1640.8880000000001,Office Supplies,South,8204.44
2,6182.75,0.0,2023,3,1,2,3,12365.5,0.0,6182.75,Accessories,North,12365.5
3,6428.08,0.05,2023,3,1,2,3,19284.239999999998,964.212,6106.676666666666,Accessories,South,18320.03
1,1769.67,0.0,2023,3,1,2,3,1769.67,0.0,1769.67,Office Supplies,West,1769.67
1,1828.19,0.05,2023,3,1,2,3,1828.19,91.40950000000001,1736.78,Stationery,South,1736.78
1,457.2,0.05,2023,3,1,2,3,457.2,22.86,434.34,Stationery,West,434.34
2,255.47,0.05,2023,3,1,2,3,510.94,25.547,242.695,Stationery,West,485.39
2,7087.39,0.1,2023,3,1,2,3,14174.78,1417.478,6378.65,Furniture,Central,12757.3
2,8908.97,0.15,2023,3,1,2,3,17817.94,2672.691,7572.625,Furniture,South,15145.25
2,5408.39,0.05,2023,3,1,3,4,10816.78,540.839,5137.97,Furniture,Central,10275.94
1,7126.78,0.0,2023,3,1,3,4,7126.78,0.0,7126.78,Furniture,West,7126.78
1,12515.7,0.25,2023,3,1,3,4,12515.7,3128.925,9386.78,Office Supplies,North,9386.78
3,21203.94,0.1,2023,3,1,3,4,63611.81999999999,6361.182,19083.546666666665,Electronics,West,57250.64
3,3377.33,0.05,2023,3,1,3,4,10131.99,506.59950000000003,3208.463333333333,Accessories,North,9625.39
4,28551.51,0.0,2023,3,1,3,4,114206.04,0.0,28551.51,Electronics,East,114206.04
3,7221.92,0.15,2023,3,1,3,4,21665.760000000002,3249.864,6138.633333333334,Furniture,North,18415.9
2,27105.41,0.15,2023,3,1,3,4,54210.82,8131.623,23039.6,Electronics,Central,46079.2
2,28001.48,0.15,2023,3,1,3,4,56002.96,8400.444,23801.26,Electronics,South,47602.52
4,449.9,0.0,2023,3,1,3,4,1799.6,0.0,449.9,Stationery,East,1799.6
2,1844.62,0.0,2023,3,1,3,4,3689.24,0.0,1844.62,Office Supplies,North,3689.24
1,6863.36,0.0,2023,3,1,3,4,6863.36,0.0,6863.36,Furniture,West,6863.36
4,1781.68,0.2,2023,3,1,3,4,7126.72,1425.344,1425.345,Office Supplies,North,5701.38
1,6814.95,0.0,2023,3,1,4,5,6814.95,0.0,6814.95,Accessories,South,6814.95
6,4564.04,0.05,2023,3,1,4,5,27384.239999999998,1369.212,4335.838333333333,Accessories,South,26015.03
1,80694.71,0.05,2023,3,1,4,5,80694.71,4034.7355000000007,76659.97,Electronics,South,76659.97
2,1831.66,0.05,2023,3,1,4,5,3663.32,183.16600000000003,1740.075,Stationery,Central,3480.15
4,94144.06,0.0,2023,3,1,4,5,376576.24,0.0,94144.06,Electronics,North,376576.24
1,443.93,0.0,2023,3,1,4,5,443.93,0.0,443.93,Stationery,North,443.93
2,12725.58,0.1,2023,3,1,4,5,25451.16,2545.116,11453.02,Office Supplies,North,22906.04
3,23120.49,0.2,2023,3,1,4,5,69361.47,13872.294000000002,18496.393333333333,Electronics,East,55489.18
8,3248.12,0.05,2023,3,1,4,5,25984.96,1299.248,3085.71375,Accessories,South,24685.71
1,249.98,0.05,2023,3,1,5,6,249.98,12.499,237.48,Stationery,Central,237.48
5,87531.41,0.0,2023,3,1,5,6,437657.05000000005,0.0,87531.41,Electronics,South,437657.05
3,3129.62,0.0,2023,3,1,5,6,9388.86,0.0,3129.6200000000003,Accessories,Central,9388.86
2,470.45,0.1,2023,3,1,5,6,940.9,94.09,423.405,Stationery,South,846.81
3,4677.81,0.0,2023,3,1,5,6,14033.43,0.0,4677.81,Accessories,North,14033.43
2,266.9,0.1,2023,3,1,5,6,533.8,53.379999999999995,240.21,Stationery,North,480.42
1,451.43,0.2,2023,3,1,5,6,451.43,90.286,361.14,Stationery,North,361.14
3,8768.55,0.05,2023,3,1,5,6,26305.649999999998,1315.2825,8330.123333333333,Furniture,South,24990.37
1,1747.71,0.1,2023,3,1,5,6,1747.71,174.77100000000002,1572.94,Stationery,East,1572.94
3,21808.25,0.0,2023,3,1,6,0,65424.75,0.0,21808.25,Electronics,South,65424.75
3,63209.33,0.1,2023,3,1,6,0,189627.99,18962.799,56888.39666666667,Electronics,North,170665.19
2,29070.53,0.0,2023,3,1,6,0,58141.06,0.0,29070.53,Electronics,East,58141.06
1,1769.1,0.15,2023,3,1,6,0,1769.1,265.36499999999995,1503.74,Furniture,North,1503.74
3,887.87,0.0,2023,3,1,6,0,2663.61,0.0,887.87,Office Supplies,North,2663.61
1,843.51,0.0,2023,3,1,6,0,843.51,0.0,843.51,Office Supplies,Central,843.51
7,1817.37,0.05,2023,3,1,6,0,12721.59,636.0795,1726.5014285714285,Stationery,North,12085.51
1,3211.15,0.05,2023,3,1,6,0,3211.15,160.5575,3050.59,Accessories,North,3050.59
1,65069.64,0.05,2023,3,1,6,0,65069.64,3253.482,61816.16,Electronics,South,61816.16
1,6894.19,0.15,2023,3,1,6,0,6894.19,1034.1284999999998,5860.06,Furniture,East,5860.06
5,7410.56,0.05,2023,3,1,7,1,37052.8,1852.6400000000003,7040.032000000001,Furniture,West,35200.16
2,83807.56,0.05,2023,3,1,7,1,167615.12,8380.756,79617.18,Electronics,North,159234.36
3,6938.21,0.05,2023,3,1,7,1,20814.63,1040.7315,6591.3,Furniture,Central,19773.9
4,84471.84,0.15,2023,3,1,7,1,337887.36,50683.104,71801.065,Electronics,South,287204.26
3,3106.04,0.1,2023,3,1,7,1,9318.119999999999,931.8119999999999,2795.4366666666665,Accessories,East,8386.31
2,5286.14,0.15,2023,3,1,7,1,10572.28,1585.842,4493.22,Furniture,North,8986.44
5,441.12,0.05,2023,3,1,7,1,2205.6,110.28,419.064,Stationery,West,2095.32
3,5447.09,0.1,2023,3,1,7,1,16341.27,1634.1270000000002,4902.38,Furniture,East,14707.14
3,1792.91,0.0,2023,3,1,7,1,5378.7300000000005,0.0,1792.9099999999999,Stationery,East,5378.73
2,1799.38,0.1,2023,3,1,8,2,3598.76,359.87600000000003,1619.44,Furniture,North,3238.88
3,935.35,0.25,2023,3,1,8,2,2806.05,701.5125,701.5133333333333,Office Supplies,West,2104.54
4,28287.06,0.0,2023,3,1,8,2,113148.24,0.0,28287.06,Electronics,West,113148.24
5,1832.16,0.05,2023,3,1,8,2,9160.800000000001,458.0400000000001,1740.5520000000001,Stationery,Central,8702.76
3,427.73,0.0,2023,3,1,8,2,1283.19,0.0,427.73,Stationery,North,1283.19
8,460.1,0.05,2023,3,1,8,2,3680.8,184.04000000000002,437.095,Stationery,South,3496.76
1,5511.08,0.25,2023,3,1,8,2,5511.08,1377.77,4133.31,Furniture,West,4133.31
1,427.78,0.1,2023,3,1,8,2,427.78,42.778,385.0,Stationery,West,385.0
4,4822.7,0.15,2023,3,1,8,2,19290.8,2893.62,4099.295,Accessories,Central,16397.18
4,5644.03,0.1,2023,3,1,9,3,22576.12,2257.612,5079.6275,Furniture,West,20318.51
5,28803.22,0.05,2023,3,1,9,3,144016.1,7200.805,27363.059999999998,Electronics,North,136815.3
3,448.25,0.0,2023,3,1,9,3,1344.75,0.0,448.25,Stationery,Central,1344.75
4,1848.38,0.05,2023,3,1,9,3,7393.52,369.67600000000004,1755.96,Stationery,Central,7023.84
5,255.56,0.05,2023,3,1,9,3,1277.8,63.89,242.782,Stationery,North,1213.91
2,59591.45,0.05,2023,3,1,9,3,119182.9,5959.145,56611.875,Electronics,Central,113223.75
2,66671.35,0.05,2023,3,1,9,3,133342.7,6667.135000000001,63337.78,Electronics,East,126675.56
4,1780.66,0.05,2023,3,1,9,3,7122.64,356.13200000000006,1691.6275,Furniture,West,6766.51
3,66081.65,0.05,2023,3,1,9,3,198244.94999999998,9912.2475,62777.56666666667,Electronics,South,188332.7
1,435.83,0.15,2023,3,1,9,3,435.83,65.3745,370.46,Stationery,West,370.46
2,20598.47,0.25,2023,3,1,9,3,41196.94,10299.235,15448.85,Electronics,Central,30897.7
2,5479.43,0.0,2023,3,1,10,4,10958.86,0.0,5479.43,Furniture,Central,10958.86
2,252.73,0.0,2023,3,1,10,4,505.46,0.0,252.73,Stationery,North,505.46
1,34592.16,0.0,2023,3,1,10,4,34592.16,0.0,34592.16,Electronics,South,34592.16
4,1862.19,0.0,2023,3,1,10,4,7448.76,0.0,1862.19,Furniture,North,7448.76
5,870.21,0.05,2023,3,1,10,4,4351.05,217.5525,826.7,Office Supplies,East,4133.5
1,6219.67,0.05,2023,3,1,10,4,6219.67,310.98350000000005,5908.69,Accessories,West,5908.69
1,250.07,0.0,2023,3,1,10,4,250.07,0.0,250.07,Stationery,West,250.07
1,83575.23,0.15,2023,3,1,10,4,83575.23,12536.2845,71038.95,Electronics,Central,71038.95
1,27319.31,0.15,2023,3,1,10,4,27319.31,4097.8965,23221.41,Electronics,West,23221.41
1,4346.55,0.15,2023,3,1,10,4,4346.55,651.9825,3694.57,Accessories,Central,3694.57
2,450.61,0.0,2023,3,1,10,4,901.22,0.0,450.61,Stationery,Central,901.22
2,6584.11,0.1,2023,3,1,10,4,13168.22,1316.8220000000001,5925.7,Accessories,South,11851.4
2,5710.53,0.1,2023,3,1,10,4,11421.06,1142.106,5139.475,Furniture,South,10278.95
6,1892.87,0.0,2023,3,1,10,4,11357.22,0.0,1892.87,Furniture,South,11357.22
7,5331.01,0.2,2023,3,1,11,5,37317.07,7463.414000000001,4264.808571428572,Furniture,East,29853.66
1,1751.9,0.0,2023,3,1,11,5,1751.9,0.0,1751.9,Furniture,Central,1751.9
1,261.27,0.0,2023,3,1,11,5,261.27,0.0,261.27,Stationery,North,261.27
1,29893.79,0.1,2023,3,1,11,5,29893.79,2989.3790000000004,26904.41,Electronics,South,26904.41
2,22013.21,0.1,2023,3,1,11,5,44026.42,4402.642,19811.89,Electronics,South,39623.78
2,12609.29,0.0,2023,3,1,11,5,25218.58,0.0,12609.29,Office Supplies,South,25218.58
1,1678.63,0.0,2023,3,1,12,6,1678.63,0.0,1678.63,Office Supplies,North,1678.63
5,1836.44,0.2,2023,3,1,12,6,9182.2,1836.4400000000003,1469.152,Stationery,East,7345.76
1,7072.25,0.1,2023,3,1,12,6,7072.25,707.225,6365.02,Furniture,Central,6365.02
2,22226.92,0.1,2023,3,1,12,6,44453.84,4445.384,20004.23,Electronics,North,40008.46
7,8577.48,0.2,2023,3,1,12,6,60042.36,12008.472000000002,6861.984285714286,Furniture,East,48033.89
1,972.85,0.15,2023,3,1,12,6,972.85,145.9275,826.92,Office Supplies,East,826.92
1,1811.97,0.1,2023,3,1,12,6,1811.97,181.197,1630.77,Furniture,West,1630.77
7,245.21,0.0,2023,3,1,13,0,1716.47,0.0,245.21,Stationery,East,1716.47
1,1739.37,0.0,2023,3,1,13,0,1739.37,0.0,1739.37,Furniture,West,1739.37
6,28697.26,0.2,2023,3,1,13,0,172183.56,34436.712,22957.808333333334,Electronics,Central,137746.85
1,6619.33,0.15,2023,3,1,13,0,6619.33,992.8995,5626.43,Accessories,North,5626.43
3,30944.14,0.15,2023,3,1,13,0,92832.42,13924.863,26302.52,Electronics,East,78907.56
1,7167.61,0.2,2023,3,1,13,0,7167.61,1433.522,5734.09,Furniture,South,5734.09
2,237.63,0.0,2023,3,1,13,0,475.26,0.0,237.63,Stationery,West,475.26
1,1776.76,0.05,2023,3,1,13,0,1776.76,88.83800000000001,1687.92,Stationery,South,1687.92
5,28045.58,0.25,2023,3,1,13,0,140227.90000000002,35056.975000000006,21034.185999999998,Electronics,East,105170.93
4,5515.17,0.1,2023,3,1,13,0,22060.68,2206.068,4963.6525,Furniture,North,19854.61
6,5550.8,0.15,2023,3,1,13,0,33304.8,4995.72,4718.18,Furniture,West,28309.08
3,240.72,0.1,2023,3,1,13,0,722.16,72.216,216.64666666666668,Stationery,Central,649.94
1,1778.41,0.05,2023,3,1,13,0,1778.41,88.9205,1689.49,Stationery,South,1689.49
1,5488.79,0.1,2023,3,1,14,1,5488.79,548.879,4939.91,Furniture,Central,4939.91
4,1708.16,0.15,2023,3,1,14,1,6832.64,1024.896,1451.935,Furniture,West,5807.74
2,5518.38,0.2,2023,3,1,14,1,11036.76,2207.3520000000003,4414.705,Furniture,East,8829.41
2,469.79,0.1,2023,3,1,14,1,939.58,93.95800000000001,422.81,Stationery,East,845.62
1,22624.56,0.0,2023,3,1,14,1,22624.56,0.0,22624.56,Electronics,North,22624.56
6,259.79,0.1,2023,3,1,14,1,1558.7400000000002,155.87400000000002,233.81166666666664,Stationery,North,1402.87
4,64545.31,0.2,2023,3,1,14,1,258181.24,51636.248,51636.2475,Electronics,Central,206544.99
4,1793.54,0.0,2023,3,1,14,1,7174.16,0.0,1793.54,Furniture,North,7174.16
1,457.8,0.0,2023,3,1,14,1,457.8,0.0,457.8,Stationery,Central,457.8
1,4374.6,0.15,2023,3,1,14,1,4374.6,656.19,3718.41,Accessories,South,3718.41
3,32181.41,0.15,2023,3,1,14,1,96544.23,14481.634499999998,27354.2,Electronics,West,82062.6
3,4696.39,0.2,2023,3,1,15,2,14089.170000000002,2817.8340000000007,3757.1133333333332,Accessories,South,11271.34
1,888.57,0.05,2023,3,1,15,2,888.57,44.42850000000001,844.14,Office Supplies,North,844.14
2,21494.93,0.05,2023,3,1,15,2,42989.86,2149.493,20420.185,Electronics,East,40840.37
1,65988.79,0.15,2023,3,1,15,2,65988.79,9898.3185,56090.47,Electronics,South,56090.47
2,1808.22,0.1,2023,3,1,15,2,3616.44,361.644,1627.4,Furniture,East,3254.8
3,243.3,0.0,2023,3,1,15,2,729.9000000000001,0.0,243.29999999999998,Stationery,West,729.9
6,6964.91,0.05,2023,3,1,15,2,41789.46,2089.473,6616.665,Furniture,Central,39699.99
1,32982.11,0.1,2023,3,1,15,2,32982.11,3298.2110000000002,29683.9,Electronics,Central,29683.9
7,439.0,0.0,2023,3,1,15,2,3073.0,0.0,439.0,Stationery,South,3073.0
3,6279.52,0.15,2023,3,1,15,2,18838.56,2825.784,5337.593333333333,Accessories,Central,16012.78
1,3322.28,0.1,2023,3,1,15,2,3322.28,332.22800000000007,2990.05,Accessories,West,2990.05
4,1851.72,0.25,2023,3,1,16,3,7406.88,1851.72,1388.79,Stationery,West,5555.16
3,86226.51,0.1,2023,3,1,16,3,258679.52999999997,25867.952999999998,77603.86,Electronics,West,232811.58
5,7386.99,0.05,2023,3,1,16,3,36934.95,1846.7475,7017.639999999999,Furniture,East,35088.2
1,21772.36,0.0,2023,3,1,16,3,21772.36,0.0,21772.36,Electronics,Central,21772.36
2,32683.31,0.0,2023,3,1,16,3,65366.62,0.0,32683.31,Electronics,West,65366.62
3,1713.9,0.1,2023,3,1,16,3,5141.700000000001,514.1700000000001,1542.51,Office Supplies,North,4627.53
5,6527.49,0.05,2023,3,1,16,3,32637.449999999997,1631.8725,6201.116,Accessories,South,31005.58
2,8007.55,0.05,2023,3,1,16,3,16015.1,800.7550000000001,7607.17,Furniture,West,15214.34
1,6992.22,0.1,2023,3,1,16,3,6992.22,699.2220000000001,6293.0,Furniture,Central,6293.0
3,3243.25,0.05,2023,3,1,16,3,9729.75,486.4875,3081.0866666666666,Accessories,South,9243.26
2,21404.7,0.15,2023,3,1,16,3,42809.4,6421.41,18193.995,Electronics,East,36387.99
1,251.46,0.15,2023,3,1,17,4,251.46,37.719,213.74,Stationery,West,213.74
1,64978.4,0.0,2023,3,1,17,4,64978.4,0.0,64978.4,Electronics,North,64978.4
1,255.81,0.1,2023,3,1,17,4,255.81,25.581000000000003,230.23,Stationery,South,230.23
5,32884.52,0.05,2023,3,1,17,4,164422.59999999998,8221.13,31240.294,Electronics,West,156201.47
3,87069.13,0.25,2023,3,1,17,4,261207.39,65301.8475,65301.84666666667,Electronics,West,195905.54
6,5344.03,0.1,2023,3,1,17,4,32064.18,3206.418,4809.626666666666,Furniture,North,28857.76
2,4421.53,0.0,2023,3,1,17,4,8843.06,0.0,4421.53,Accessories,West,8843.06
3,21397.41,0.2,2023,3,1,17,4,64192.229999999996,12838.446,17117.926666666666,Electronics,Central,51353.78
1,1717.53,0.05,2023,3,1,17,4,1717.53,85.87650000000001,1631.65,Stationery,East,1631.65
1,13011.05,0.1,2023,3,1,17,4,13011.05,1301.105,11709.94,Office Supplies,South,11709.94
3,66985.14,0.0,2023,3,1,17,4,200955.41999999998,0.0,66985.14,Electronics,North,200955.42
4,1933.21,0.1,2023,3,1,17,4,7732.84,773.2840000000001,1739.89,Office Supplies,Central,6959.56
3,33209.91,0.15,2023,3,1,17,4,99629.73000000001,14944.4595,28228.423333333336,Electronics,North,84685.27
2,1691.25,0.0,2023,3,1,18,5,3382.5,0.0,1691.25,Furniture,North,3382.5
2,5711.26,0.0,2023,3,1,18,5,11422.52,0.0,5711.26,Furniture,East,11422.52
1,32206.91,0.05,2023,3,1,18,5,32206.91,1610.3455000000001,30596.56,Electronics,North,30596.56
5,84162.05,0.1,2023,3,1,18,5,420810.25,42081.025,75745.844,Electronics,West,378729.22
2,249.96,0.05,2023,3,1,18,5,499.92,24.996000000000002,237.46,Stationery,East,474.92
1,6385.29,0.2,2023,3,1,19,6,6385.29,1277.058,5108.23,Accessories,Central,5108.23
5,6456.22,0.25,2023,3,1,19,6,32281.100000000002,8070.275000000001,4842.164,Accessories,Central,24210.82
6,4495.94,0.0,2023,3,1,19,6,26975.64,0.0,4495.94,Accessories,West,26975.64
1,911.72,0.15,2023,3,1,19,6,911.72,136.758,774.96,Office Supplies,West,774.96
6,88391.14,0.1,2023,3,1,19,6,530346.84,53034.684,79552.02666666666,Electronics,Central,477312.16
1,30311.46,0.05,2023,3,1,19,6,30311.46,1515.573,28795.89,Electronics,East,28795.89
2,31589.83,0.0,2023,3,1,19,6,63179.66,0.0,31589.83,Electronics,South,63179.66
2,5596.4,0.05,2023,3,1,19,6,11192.8,559.64,5316.58,Furniture,East,10633.16
1,1940.18,0.1,2023,3,1,19,6,1940.18,194.01800000000003,1746.16,Office Supplies,East,1746.16
2,3490.41,0.0,2023,3,1,19,6,6980.82,0.0,3490.41,Accessories,South,6980.82
2,877.99,0.0,2023,3,1,19,6,1755.98,0.0,877.99,Office Supplies,South,1755.98
4,461.6,0.15,2023,3,1,19,6,1846.4,276.96,392.36,Stationery,South,1569.44
2,28230.46,0.1,2023,3,1,20,0,56460.92,5646.092000000001,25407.415,Electronics,North,50814.83
3,6721.95,0.1,2023,3,1,20,0,20165.85,2016.585,6049.753333333333,Accessories,North,18149.26
2,6269.96,0.1,2023,3,1,20,0,12539.92,1253.9920000000002,5642.965,Accessories,North,11285.93
6,12647.97,0.0,2023,3,1,20,0,75887.81999999999,0.0,12647.970000000001,Office Supplies,South,75887.82
3,879.21,0.05,2023,3,1,20,0,2637.63,131.88150000000002,835.25,Office Supplies,Central,2505.75
7,1880.3,0.0,2023,3,1,20,0,13162.1,0.0,1880.3,Furniture,West,13162.1
2,1855.92,0.05,2023,3,1,20,0,3711.84,185.592,1763.125,Furniture,East,3526.25
2,1790.17,0.1,2023,3,1,20,0,3580.34,358.03400000000005,1611.155,Stationery,West,3222.31
1,462.09,0.05,2023,3,1,20,0,462.09,23.1045,438.99,Stationery,North,438.99
1,32823.55,0.0,2023,3,1,20,0,32823.55,0.0,32823.55,Electronics,West,32823.55
1,6545.89,0.05,2023,3,1,20,0,6545.89,327.2945,6218.6,Accessories,West,6218.6
4,891.39,0.05,2023,3,1,20,0,3565.56,178.27800000000002,846.82,Office Supplies,West,3387.28
3,86813.44,0.0,2023,3,1,20,0,260440.32,0.0,86813.44,Electronics,West,260440.32
2,32971.51,0.1,2023,3,1,21,1,65943.02,6594.302000000001,29674.36,Electronics,Central,59348.72
3,29551.03,0.15,2023,3,1,21,1,88653.09,13297.9635,25118.376666666667,Electronics,Central,75355.13
8,8622.92,0.25,2023,3,1,21,1,68983.36,17245.84,6467.19,Furniture,Central,51737.52
4,1800.52,0.1,2023,3,1,21,1,7202.08,720.2080000000001,1620.4675,Furniture,North,6481.87
7,262.92,0.0,2023,3,1,21,1,1840.44,0.0,262.92,Stationery,West,1840.44
1,31119.07,0.0,2023,3,1,21,1,31119.07,0.0,31119.07,Electronics,East,31119.07
4,6234.82,0.1,2023,3,1,22,2,24939.28,2493.928,5611.3375,Accessories,South,22445.35
3,1880.67,0.05,2023,3,1,22,2,5642.01,282.1005,1786.6366666666665,Office Supplies,Central,5359.91
3,89122.67,0.0,2023,3,1,22,2,267368.01,0.0,89122.67,Electronics,North,267368.01
5,22279.38,0.05,2023,3,1,22,2,111396.90000000001,5569.845000000001,21165.412,Electronics,Central,105827.06
2,1791.32,0.1,2023,3,1,22,2,3582.64,358.264,1612.19,Office Supplies,West,3224.38
