Month_Date,Category,Region,Sales,Year,Month,Quarter,Sales_Lag_1,Sales_Lag_2,Sales_Lag_3,Rolling_3_Month_Average,Sales_Growth
2025-10-01,Electronics,East,1349978.12,2025,10,4,1831143.25,1433193.1400000001,2606221.29,1956852.5599999998,0.27766677002096163
2025-11-01,Electronics,East,1471348.47,2025,11,4,1349978.12,1831143.25,1433193.1400000001,1538104.8366666667,-0.2627676070673334
2025-12-01,Electronics,East,3637661.08,2025,12,4,1471348.47,1349978.12,1831143.25,1550823.28,0.08990542009673441
2023-04-01,Electronics,North,1684931.24,2023,4,2,3076376.57,907272.02,2080145.46,2021264.6833333333,2.3907984619651335
2023-05-01,Electronics,North,3212226.15,2023,5,2,1684931.24,3076376.57,907272.02,1889526.61,-0.45230006741339857
2023-06-01,Electronics,North,1590575.07,2023,6,2,3212226.15,1684931.24,3076376.57,2657844.6533333333,0.906443464126168
2023-07-01,Electronics,North,2234853.8,2023,7,3,1590575.07,3212226.15,1684931.24,2162577.486666667,-0.5048371454170497
2023-08-01,Electronics,North,2754371.25,2023,8,3,2234853.8,1590575.07,3212226.15,2345885.0066666664,0.4050602465434088
2023-09-01,Electronics,North,2515014.62,2023,9,3,2754371.25,2234853.8,1590575.07,2193266.7066666665,0.2324614925593791
2023-10-01,Electronics,North,1548973.48,2023,10,4,2515014.62,2754371.25,2234853.8,2501413.223333333,-0.08690064202492676
2023-11-01,Electronics,North,1015976.43,2023,11,4,1548973.48,2515014.62,2754371.25,2272786.4499999997,-0.3841095524128604
2023-12-01,Electronics,North,2411210.56,2023,12,4,1015976.43,1548973.48,2515014.62,1693321.51,-0.34409694993616025
2024-01-01,Electronics,North,3092315.86,2024,1,1,2411210.56,1015976.43,1548973.48,1658720.156666667,1.3732937977704855
2024-02-01,Electronics,North,3020993.27,2024,2,1,3092315.86,2411210.56,1015976.43,2173167.6166666667,0.2824744181611414
2024-03-01,Electronics,North,2704600.23,2024,3,1,3020993.27,3092315.86,2411210.56,2841506.563333334,-0.023064458234224428
2024-04-01,Electronics,North,3871535.45,2024,4,2,2704600.23,3020993.27,3092315.86,2939303.1199999996,-0.10473146138455314
2024-05-01,Electronics,North,3472203.18,2024,5,2,3871535.45,2704600.23,3020993.27,3199042.983333334,0.43146310758096784
2024-06-01,Electronics,North,2023331.19,2024,6,2,3472203.18,3871535.45,2704600.23,3349446.2866666666,-0.10314570928183031
2024-07-01,Electronics,North,816530.36,2024,7,3,2023331.19,3472203.18,3871535.45,3122356.606666667,-0.4172774215361441
2024-08-01,Electronics,North,1964151.85,2024,8,3,816530.36,2023331.19,3472203.18,2104021.5766666667,-0.5964425576813255
2024-09-01,Electronics,North,2894258.88,2024,9,3,1964151.85,816530.36,2023331.19,1601337.8,1.4054853881979357
2024-10-01,Electronics,North,2052656.01,2024,10,4,2894258.88,1964151.85,816530.36,1891647.03,0.4735413048639796
2024-11-01,Electronics,North,3069943.56,2024,11,4,2052656.01,2894258.88,1964151.85,2303688.913333333,-0.29078354939693574
2024-12-01,Electronics,North,2332728.0300000003,2024,12,4,3069943.56,2052656.01,2894258.88,2672286.15,0.495595728190229
2025-01-01,Electronics,North,1195023.51,2025,1,1,2332728.0300000003,3069943.56,2052656.01,2485109.2,-0.24013976660860825
2025-02-01,Electronics,North,2375897.8200000003,2025,2,1,1195023.51,2332728.0300000003,3069943.56,2199231.7,-0.4877141721489068
2025-03-01,Electronics,North,2379525.92,2025,3,1,2375897.8200000003,1195023.51,2332728.0300000003,1967883.12,0.9881598982098689
2025-04-01,Electronics,North,2318905.7,2025,4,2,2379525.92,2375897.8200000003,1195023.51,1983482.4166666667,0.0015270437850729568
2025-05-01,Electronics,North,2590378.59,2025,5,2,2318905.7,2379525.92,2375897.8200000003,2358109.8133333335,-0.025475755271453293
2025-06-01,Electronics,North,1525868.96,2025,6,2,2590378.59,2318905.7,2379525.92,2429603.4033333333,0.11706939613801448
2025-07-01,Electronics,North,2632623.36,2025,7,3,1525868.96,2590378.59,2318905.7,2145051.0833333335,-0.4109475094140582
2025-08-01,Electronics,North,2566566.48,2025,8,3,2632623.36,1525868.96,2590378.59,2249623.6366666667,0.7253272915388487
2025-09-01,Electronics,North,1905910.26,2025,9,3,2566566.48,2632623.36,1525868.96,2241686.2666666666,-0.025091656103818805
2025-10-01,Electronics,North,2059245.49,2025,10,4,1905910.26,2566566.48,2632623.36,2368366.6999999997,-0.2574085748988665
2025-11-01,Electronics,North,2568953.38,2025,11,4,2059245.49,1905910.26,2566566.48,2177240.7433333336,0.08045249202866445
2025-12-01,Electronics,North,3892900.86,2025,12,4,2568953.38,2059245.49,1905910.26,2178036.3766666665,0.24752167358152133
2023-04-01,Electronics,South,4014617.41,2023,4,2,3600862.71,2428131.02,1887884.29,2638959.34,0.482977104752774
2023-05-01,Electronics,South,2021248.57,2023,5,2,4014617.41,3600862.71,2428131.02,3347870.3800000004,0.11490432524710181
2023-06-01,Electronics,South,810193.68,2023,6,2,2021248.57,4014617.41,3600862.71,3212242.896666667,-0.4965277226753221
2023-07-01,Electronics,South,2474199.72,2023,7,3,810193.68,2021248.57,4014617.41,2282019.8866666667,-0.5991617794935533
2023-08-01,Electronics,South,2909567.38,2023,8,3,2474199.72,810193.68,2021248.57,1768547.3233333335,2.053837349113856
2023-09-01,Electronics,South,1082504.77,2023,9,3,2909567.38,2474199.72,810193.68,2064653.593333333,0.17596302209588788
2023-10-01,Electronics,South,2151950.5,2023,10,4,1082504.77,2909567.38,2474199.72,2155423.9566666665,-0.627949922232081
2023-11-01,Electronics,South,3703971.08,2023,11,4,2151950.5,1082504.77,2909567.38,2048007.55,0.9879362748674076
2023-12-01,Electronics,South,2203787.02,2023,12,4,3703971.08,2151950.5,1082504.77,2312808.783333333,0.7212157435777449
2024-01-01,Electronics,South,1982041.7,2024,1,1,2203787.02,3703971.08,2151950.5,2686569.5333333337,-0.40502045712516743
2024-02-01,Electronics,South,1624151.31,2024,2,1,1982041.7,2203787.02,3703971.08,2629933.2666666666,-0.10062012253797559
2024-03-01,Electronics,South,1289599.81,2024,3,1,1624151.31,1982041.7,2203787.02,1936660.01,-0.18056652894840708
2024-04-01,Electronics,South,1990659.06,2024,4,2,1289599.81,1624151.31,1982041.7,1631930.9400000002,-0.2059854263209011
2024-05-01,Electronics,South,1017664.79,2024,5,2,1990659.06,1289599.81,1624151.31,1634803.3933333333,0.5436254290391063
2024-06-01,Electronics,South,2905130.0100000002,2024,6,2,1017664.79,1990659.06,1289599.81,1432641.22,-0.48877996717328376
2024-07-01,Electronics,South,2317919.31,2024,7,3,2905130.0100000002,1017664.79,1990659.06,1971151.2866666669,1.8547022934732764
2024-08-01,Electronics,South,2724413.52,2024,8,3,2317919.31,2905130.0100000002,1017664.79,2080238.036666667,-0.20212888854499156
2024-09-01,Electronics,South,3627756.25,2024,9,3,2724413.52,2317919.31,2905130.0100000002,2649154.2800000003,0.17537030225612127
2024-10-01,Electronics,South,2141404.6,2024,10,4,3627756.25,2724413.52,2317919.31,2890029.6933333334,0.3315732811368517
2024-11-01,Electronics,South,2084534.72,2024,11,4,2141404.6,3627756.25,2724413.52,2831191.4566666665,-0.40971651554593835
2024-12-01,Electronics,South,928974.88,2024,12,4,2084534.72,2141404.6,3627756.25,2617898.5233333334,-0.026557279273613288
2025-01-01,Electronics,South,1968297.99,2025,1,1,928974.88,2084534.72,2141404.6,1718304.7333333334,-0.5543490491729492
2025-02-01,Electronics,South,1752541.86,2025,2,1,1968297.99,928974.88,2084534.72,1660602.53,1.11878494497074
2025-03-01,Electronics,South,2103776.6,2025,3,1,1752541.86,1968297.99,928974.88,1549938.2433333334,-0.10961558214058831
2025-04-01,Electronics,South,2529485.09,2025,4,2,2103776.6,1752541.86,1968297.99,1941538.8166666664,0.20041446542109975
2025-05-01,Electronics,South,3131057.46,2025,5,2,2529485.09,2103776.6,1752541.86,2128601.183333333,0.20235441824003542
2025-06-01,Electronics,South,1856506.99,2025,6,2,3131057.46,2529485.09,2103776.6,2588106.3833333333,0.2378240426789786
2025-07-01,Electronics,South,2159747.31,2025,7,3,1856506.99,3131057.46,2529485.09,2505683.18,-0.40706709675011843
2025-08-01,Electronics,South,1430694.78,2025,8,3,2159747.31,1856506.99,3131057.46,2382437.2533333334,0.1633391749308739
2025-09-01,Electronics,South,3281999.17,2025,9,3,1430694.78,2159747.31,1856506.99,1815649.6933333334,-0.33756380972179567
2025-10-01,Electronics,South,2172410.61,2025,10,4,3281999.17,1430694.78,2159747.31,2290813.7533333334,1.2939897565013831
2025-11-01,Electronics,South,1451685.0899999999,2025,11,4,2172410.61,3281999.17,1430694.78,2295034.8533333335,-0.33808313242199883
2025-12-01,Electronics,South,1788830.45,2025,12,4,1451685.0899999999,2172410.61,3281999.17,2302031.623333333,-0.3317630270642068
2023-04-01,Electronics,West,1686777.47,2023,4,2,1939263.18,2501293.63,2865261.06,2435272.6233333335,-0.22469591065164152
2023-05-01,Electronics,West,2431504.91,2023,5,2,1686777.47,1939263.18,2501293.63,2042444.76,-0.13019672244795566
2023-06-01,Electronics,West,2701895.33,2023,6,2,2431504.91,1686777.47,1939263.18,2019181.8533333335,0.44150900355575673
2023-07-01,Electronics,West,3151559.07,2023,7,3,2701895.33,2431504.91,1686777.47,2273392.5700000003,0.11120290931265275
2023-08-01,Electronics,West,2603961.03,2023,8,3,3151559.07,2701895.33,2431504.91,2761653.103333333,0.1664252996802802
2023-09-01,Electronics,West,3038278.09,2023,9,3,2603961.03,3151559.07,2701895.33,2819138.4766666666,-0.1737546489966314
2023-10-01,Electronics,West,1623145.44,2023,10,4,3038278.09,2603961.03,3151559.07,2931266.063333333,0.1667909215983927
2023-11-01,Electronics,West,1891263.77,2023,11,4,1623145.44,3038278.09,2603961.03,2421794.853333333,-0.465767980441843
2023-12-01,Electronics,West,3275485.0,2023,12,4,1891263.77,1623145.44,3038278.09,2184229.0999999996,0.16518441502075132
2024-01-01,Electronics,West,3163790.86,2024,1,1,3275485.0,1891263.77,1623145.44,2263298.07,0.731902790058734
2024-02-01,Electronics,West,2740644.43,2024,2,1,3163790.86,3275485.0,1891263.77,2776846.543333333,-0.034100030987777474
2024-03-01,Electronics,West,3888913.33,2024,3,1,2740644.43,3163790.86,3275485.0,3059973.4299999997,-0.13374665037119415
2024-04-01,Electronics,West,3753824.02,2024,4,2,3888913.33,2740644.43,3163790.86,3264449.5400000005,0.4189777000732633
2024-05-01,Electronics,West,2745612.57,2024,5,2,3753824.02,3888913.33,2740644.43,3461127.2600000002,-0.03473703282556828
2024-06-01,Electronics,West,3194833.74,2024,6,2,2745612.57,3753824.02,3888913.33,3462783.3066666666,-0.26858250270346984
2024-07-01,Electronics,West,3438048.34,2024,7,3,3194833.74,2745612.57,3753824.02,3231423.4433333334,0.16361418756179447
2024-08-01,Electronics,West,2450929.3,2024,8,3,3438048.34,3194833.74,2745612.57,3126164.8833333333,0.07612746696483796
2024-09-01,Electronics,West,3862050.52,2024,9,3,2450929.3,3438048.34,3194833.74,3027937.1266666665,-0.2871161026200114
2024-10-01,Electronics,West,2135911.82,2024,10,4,3862050.52,2450929.3,3438048.34,3250342.72,0.5757494596029353
2024-11-01,Electronics,West,2454540.11,2024,11,4,2135911.82,3862050.52,2450929.3,2816297.2133333334,-0.44694876233778535
2024-12-01,Electronics,West,2395394.43,2024,12,4,2454540.11,2135911.82,3862050.52,2817500.8166666664,0.1491767061806888
2025-01-01,Electronics,West,2682780.13,2025,1,1,2395394.43,2454540.11,2135911.82,2328615.4533333336,-0.024096440615916315
2025-02-01,Electronics,West,5359275.55,2025,2,1,2682780.13,2395394.43,2454540.11,2510904.89,0.11997427079263923
2025-03-01,Electronics,West,1769128.9,2025,3,1,5359275.55,2682780.13,2395394.43,3479150.0366666666,0.9976573890906222
2025-04-01,Electronics,West,3497112.17,2025,4,2,1769128.9,5359275.55,2682780.13,3270394.86,-0.6698940214036951
2025-05-01,Electronics,West,3090700.63,2025,5,2,3497112.17,1769128.9,5359275.55,3541838.873333333,0.9767424352176939
2025-06-01,Electronics,West,2800775.19,2025,6,2,3090700.63,3497112.17,1769128.9,2785647.233333333,-0.1162134699271028
2025-07-01,Electronics,West,3127119.24,2025,7,3,2800775.19,3090700.63,3497112.17,3129529.3299999996,-0.0938057336209881
2025-08-01,Electronics,West,3963420.36,2025,8,3,3127119.24,2800775.19,3090700.63,3006198.353333333,0.11651918767532377
2025-09-01,Electronics,West,3515013.22,2025,9,3,3963420.36,3127119.24,2800775.19,3297104.93,0.267434995539217
2025-10-01,Electronics,West,3549718.96,2025,10,4,3515013.22,3963420.36,3127119.24,3535184.2733333334,-0.11313640726213547
2025-11-01,Electronics,West,3002257.56,2025,11,4,3549718.96,3515013.22,3963420.36,3676050.846666666,0.009873573107073375
2025-12-01,Electronics,West,1837305.65,2025,12,4,3002257.56,3549718.96,3515013.22,3355663.2466666666,-0.15422668841366527
2023-04-01,Furniture,Central,329599.25,2023,4,2,178360.37,112019.47,210184.18,166854.67333333334,0.5922265120518782
2023-05-01,Furniture,Central,170392.87,2023,5,2,329599.25,178360.37,112019.47,206659.69666666668,0.8479399319478873
2023-06-01,Furniture,Central,36077.4,2023,6,2,170392.87,329599.25,178360.37,226117.49666666667,-0.4830301646620858
2023-07-01,Furniture,Central,103686.70000000001,2023,7,3,36077.4,170392.87,329599.25,178689.84,-0.7882693096254556
2023-08-01,Furniture,Central,217141.58,2023,8,3,103686.70000000001,36077.4,170392.87,103385.65666666669,1.8740069960695616
2023-09-01,Furniture,Central,171690.03,2023,9,3,217141.58,103686.70000000001,36077.4,118968.56000000001,1.0942086111333467
2023-10-01,Furniture,Central,103430.20999999999,2023,10,4,171690.03,217141.58,103686.70000000001,164172.77000000002,-0.2093175798020812
2023-11-01,Furniture,Central,56927.48,2023,11,4,103430.20999999999,171690.03,217141.58,164087.27333333335,-0.3975759104940456
2023-12-01,Furniture,Central,193518.42,2023,12,4,56927.48,103430.20999999999,171690.03,110682.57333333335,-0.44960490750236315
2024-01-01,Furniture,Central,137663.76,2024,1,1,193518.42,56927.48,103430.20999999999,117958.70333333337,2.3993849718975793
2024-02-01,Furniture,Central,116251.57,2024,2,1,137663.76,193518.42,56927.48,129369.8866666667,-0.288627098133604
2024-03-01,Furniture,Central,90885.0,2024,3,1,116251.57,137663.76,193518.42,149144.58333333337,-0.15553977314000433
2024-04-01,Furniture,Central,193508.93,2024,4,2,90885.0,116251.57,137663.76,114933.44333333336,-0.21820410683485825
2024-05-01,Furniture,Central,322804.22000000003,2024,5,2,193508.93,90885.0,116251.57,133548.50000000003,1.1291624580513835
2024-06-01,Furniture,Central,359266.27,2024,6,2,322804.22000000003,193508.93,90885.0,202399.3833333334,0.6681618775939697
2024-07-01,Furniture,Central,143390.28,2024,7,3,359266.27,322804.22000000003,193508.93,291859.8066666667,0.11295406856824863
2024-08-01,Furniture,Central,161526.27,2024,8,3,143390.28,359266.27,322804.22000000003,275153.59,-0.600880205091338
2024-09-01,Furniture,Central,235832.94999999998,2024,9,3,161526.27,143390.28,359266.27,221394.27333333335,0.12647991202750974
2024-10-01,Furniture,Central,235117.15,2024,10,4,235832.94999999998,161526.27,143390.28,180249.83333333334,0.46002845233781486
2024-11-01,Furniture,Central,139135.56,2024,11,4,235117.15,235832.94999999998,161526.27,210825.45666666667,-0.003035199279829204
2024-12-01,Furniture,Central,119530.5,2024,12,4,139135.56,235117.15,235832.94999999998,203361.8866666667,-0.4082287914769297
2025-01-01,Furniture,Central,271030.97000000003,2025,1,1,119530.5,139135.56,235117.15,164594.40333333335,-0.14090617811866357
2025-02-01,Furniture,Central,179499.71,2025,2,1,271030.97000000003,119530.5,139135.56,176565.67666666667,1.267462865126474
2025-03-01,Furniture,Central,250548.41,2025,3,1,179499.71,271030.97000000003,119530.5,190020.39333333334,-0.33771513270236253
2025-04-01,Furniture,Central,197605.87,2025,4,2,250548.41,179499.71,271030.97000000003,233693.03000000003,0.39581512415813935
2025-05-01,Furniture,Central,113849.59,2025,5,2,197605.87,250548.41,179499.71,209217.99666666667,-0.21130662932564614
2025-06-01,Furniture,Central,94953.73,2025,6,2,113849.59,197605.87,250548.41,187334.62333333338,-0.4238552225194525
2025-07-01,Furniture,Central,146569.77,2025,7,3,94953.73,113849.59,197605.87,135469.73,-0.16597213920577136
2025-08-01,Furniture,Central,170436.38,2025,8,3,146569.77,94953.73,113849.59,118457.69666666667,0.5435914945100102
2025-09-01,Furniture,Central,245562.35,2025,9,3,170436.38,146569.77,94953.73,137319.96,0.1628344644328774
2025-10-01,Furniture,Central,111344.65,2025,10,4,245562.35,170436.38,146569.77,187522.83333333334,0.4407859988577556
2025-11-01,Furniture,Central,189549.6,2025,11,4,111344.65,245562.35,170436.38,175781.12666666668,-0.5465727950559196
2025-12-01,Furniture,Central,231343.22999999998,2025,12,4,189549.6,111344.65,245562.35,182152.20000000004,0.7023682772364905
2023-04-01,Furniture,East,104316.88,2023,4,2,232011.79,297108.03,215407.32,248175.71333333335,-0.21909956455905955
2023-05-01,Furniture,East,333757.38,2023,5,2,104316.88,232011.79,297108.03,211145.56666666668,-0.550381125028172
2023-06-01,Furniture,East,182460.71,2023,6,2,333757.38,104316.88,232011.79,223362.0166666667,2.199457077320564
2023-07-01,Furniture,East,125139.37000000001,2023,7,3,182460.71,333757.38,104316.88,206844.99,-0.4533133319778577
2023-08-01,Furniture,East,218878.71,2023,8,3,125139.37000000001,182460.71,333757.38,213785.81999999998,-0.3141571684117638
2023-09-01,Furniture,East,210093.21,2023,9,3,218878.71,125139.37000000001,182460.71,175492.92999999996,0.7490795262913659
2023-10-01,Furniture,East,200618.68,2023,10,4,210093.21,218878.71,125139.37000000001,184703.7633333333,-0.04013866858042059
2023-11-01,Furniture,East,199853.88,2023,11,4,200618.68,210093.21,218878.71,209863.5333333333,-0.045096792990120926
2023-12-01,Furniture,East,245611.56,2023,12,4,199853.88,200618.68,210093.21,203521.9233333333,-0.0038122073178827875
2024-01-01,Furniture,East,213395.77000000002,2024,1,1,245611.56,199853.88,200618.68,215361.37333333332,0.22895567501616676
2024-02-01,Furniture,East,298070.11,2024,2,1,213395.77000000002,245611.56,199853.88,219620.40333333332,-0.13116560963172896
2024-03-01,Furniture,East,173289.29,2024,3,1,298070.11,213395.77000000002,245611.56,252359.14666666664,0.3967948380607542
2024-04-01,Furniture,East,185188.30000000002,2024,4,2,173289.29,298070.11,213395.77000000002,228251.72333333336,-0.4186290936719552
2024-05-01,Furniture,East,145158.23,2024,5,2,185188.30000000002,173289.29,298070.11,218849.2333333333,0.06866558227574249
2024-06-01,Furniture,East,232648.50999999998,2024,6,2,145158.23,185188.30000000002,173289.29,167878.6066666667,-0.216158742209956
2024-07-01,Furniture,East,125653.88,2024,7,3,232648.50999999998,145158.23,185188.30000000002,187665.01333333334,0.6027235245290603
2024-08-01,Furniture,East,185176.72,2024,8,3,125653.88,232648.50999999998,145158.23,167820.20666666667,-0.459898195780407
2024-09-01,Furniture,East,222401.43,2024,9,3,185176.72,125653.88,232648.50999999998,181159.70333333334,0.4737047514967305
2024-10-01,Furniture,East,162059.72,2024,10,4,222401.43,185176.72,125653.88,177744.01,0.20102262314614916
2024-11-01,Furniture,East,162333.06,2024,11,4,162059.72,222401.43,185176.72,189879.29,-0.2713188939477592
2024-12-01,Furniture,East,223520.32,2024,12,4,162333.06,162059.72,222401.43,182264.73666666666,0.001686662176140885
2025-01-01,Furniture,East,173698.03,2025,1,1,223520.32,162333.06,162059.72,182637.69999999998,0.3769242075520538
2025-02-01,Furniture,East,197641.14,2025,2,1,173698.03,223520.32,162333.06,186517.1366666667,-0.22289825819862819
2025-03-01,Furniture,East,259316.33000000002,2025,3,1,197641.14,173698.03,223520.32,198286.49666666667,0.13784330196491013
2025-04-01,Furniture,East,304381.32,2025,4,2,259316.33000000002,197641.14,173698.03,210218.5,0.3120564372377128
2025-05-01,Furniture,East,224010.03,2025,5,2,304381.32,259316.33000000002,197641.14,253779.59666666668,0.17378384924697943
2025-06-01,Furniture,East,219673.47,2025,6,2,224010.03,304381.32,259316.33000000002,262569.2266666667,-0.26404803685061884
2025-07-01,Furniture,East,317735.44,2025,7,3,219673.47,224010.03,304381.32,249354.94000000003,-0.019358776033376657
2025-08-01,Furniture,East,137923.57,2025,8,3,317735.44,219673.47,224010.03,253806.31333333332,0.4463987845232289
2025-09-01,Furniture,East,147629.51,2025,9,3,137923.57,317735.44,219673.47,225110.82666666666,-0.565916946501152
2025-10-01,Furniture,East,62861.34,2025,10,4,147629.51,137923.57,317735.44,201096.17333333334,0.07037187334985595
2025-11-01,Furniture,East,213069.65,2025,11,4,62861.34,147629.51,137923.57,116138.14000000001,-0.57419529469413
2025-12-01,Furniture,East,190637.88,2025,12,4,213069.65,62861.34,147629.51,141186.83333333334,2.3895181044502074
2023-04-01,Furniture,North,154753.8,2023,4,2,268660.5,326358.47,435569.9,343529.62333333335,-0.17679323597760455
2023-05-01,Furniture,North,226472.26,2023,5,2,154753.8,268660.5,326358.47,249924.25666666668,-0.42398007894722156
2023-06-01,Furniture,North,241427.49,2023,6,2,226472.26,154753.8,268660.5,216628.85333333336,0.4634358574716746
2023-07-01,Furniture,North,148407.72,2023,7,3,241427.49,226472.26,154753.8,207551.18333333335,0.0660355930567389
2023-08-01,Furniture,North,183214.38,2023,8,3,148407.72,241427.49,226472.26,205435.82333333333,-0.3852907139945
2023-09-01,Furniture,North,241700.73,2023,9,3,183214.38,148407.72,241427.49,191016.53,0.2345340255884263
2023-10-01,Furniture,North,347211.61,2023,10,4,241700.73,183214.38,148407.72,191107.61000000002,0.3192235784112578
2023-11-01,Furniture,North,276350.96,2023,11,4,347211.61,241700.73,183214.38,257375.57333333333,0.43653521443646426
2023-12-01,Furniture,North,237841.44,2023,12,4,276350.96,347211.61,241700.73,288421.10000000003,-0.20408490948790559
2024-01-01,Furniture,North,274147.51,2024,1,1,237841.44,276350.96,347211.61,287134.67,-0.13935004966148845
2024-02-01,Furniture,North,160176.36000000002,2024,2,1,274147.51,237841.44,276350.96,262779.97000000003,0.1526482096643882
2024-03-01,Furniture,North,257469.15,2024,3,1,160176.36000000002,274147.51,237841.44,224055.10333333336,-0.4157292911396495
2024-04-01,Furniture,North,113148.79000000001,2024,4,2,257469.15,160176.36000000002,274147.51,230597.67333333334,0.6074104193652545
2024-05-01,Furniture,North,251785.18,2024,5,2,113148.79000000001,257469.15,160176.36000000002,176931.43333333335,-0.5605345727827975
2024-06-01,Furniture,North,144443.46,2024,6,2,251785.18,113148.79000000001,257469.15,207467.70666666667,1.225257380127529
2024-07-01,Furniture,North,382150.71,2024,7,3,144443.46,251785.18,113148.79000000001,169792.47666666665,-0.4263226294732677
2024-08-01,Furniture,North,288154.16,2024,8,3,382150.71,144443.46,251785.18,259459.78333333335,1.645676792843373
2024-09-01,Furniture,North,343419.45,2024,9,3,288154.16,382150.71,144443.46,271582.7766666667,-0.24596722586227837
2024-10-01,Furniture,North,153163.04,2024,10,4,343419.45,288154.16,382150.71,337908.1066666667,0.19179070675224685
2024-11-01,Furniture,North,166081.11,2024,11,4,153163.04,343419.45,288154.16,261578.88333333333,-0.5540059248245841
2024-12-01,Furniture,North,246562.5,2024,12,4,166081.11,153163.04,343419.45,220887.86666666667,0.08434195351567841
2025-01-01,Furniture,North,173702.72,2025,1,1,246562.5,166081.11,153163.04,188602.21666666667,0.4845908724959751
2025-02-01,Furniture,North,224870.19,2025,2,1,173702.72,246562.5,166081.11,195448.77666666664,-0.29550227629911274
2025-03-01,Furniture,North,291623.05,2025,3,1,224870.19,173702.72,246562.5,215045.13666666663,0.29456919269888227
2025-04-01,Furniture,North,78412.82,2025,4,2,291623.05,224870.19,173702.72,230065.31999999998,0.2968506408074809
2025-05-01,Furniture,North,384131.1,2025,5,2,78412.82,291623.05,224870.19,198302.02000000002,-0.7311158360081619
2025-06-01,Furniture,North,230488.72,2025,6,2,384131.1,78412.82,291623.05,251388.99,3.8988303188177644
2025-07-01,Furniture,North,162419.28,2025,7,3,230488.72,384131.1,78412.82,231010.88,-0.3999738110244132
2025-08-01,Furniture,North,388445.32,2025,8,3,162419.28,230488.72,384131.1,259013.03333333335,-0.2953265565447194
2025-09-01,Furniture,North,265787.2,2025,9,3,388445.32,162419.28,230488.72,260451.1066666667,1.391620748472718
2025-10-01,Furniture,North,366630.71,2025,10,4,265787.2,388445.32,162419.28,272217.26666666666,-0.3157667596561595
2025-11-01,Furniture,North,220379.07,2025,11,4,366630.71,265787.2,388445.32,340287.74333333335,0.37941447142676554
2025-12-01,Furniture,North,216266.04,2025,12,4,220379.07,366630.71,265787.2,284265.66,-0.39890722738419815
2023-04-01,Furniture,South,346154.89999999997,2023,4,2,101365.9,197382.89,187668.08,162138.95666666667,-0.4864504213105807
2023-05-01,Furniture,South,226090.83000000002,2023,5,2,346154.89999999997,101365.9,197382.89,214967.89666666664,2.414904815130137
2023-06-01,Furniture,South,130236.47,2023,6,2,226090.83000000002,346154.89999999997,101365.9,224537.21,-0.3468507018100855
2023-07-01,Furniture,South,343743.36,2023,7,3,130236.47,226090.83000000002,346154.89999999997,234160.7333333333,-0.4239639440485048
2023-08-01,Furniture,South,230864.68,2023,8,3,343743.36,130236.47,226090.83000000002,233356.88666666663,1.639378662520567
2023-09-01,Furniture,South,321411.6,2023,9,3,230864.68,343743.36,130236.47,234948.17,-0.32838068493890327
2023-10-01,Furniture,South,218604.9,2023,10,4,321411.6,230864.68,343743.36,298673.2133333333,0.39220776430591275
2023-11-01,Furniture,South,148564.84,2023,11,4,218604.9,321411.6,230864.68,256960.3933333333,-0.31985995527230504
2023-12-01,Furniture,South,175843.15,2023,12,4,148564.84,218604.9,321411.6,229527.11333333337,-0.32039565444324436
2024-01-01,Furniture,South,324176.85,2024,1,1,175843.15,148564.84,218604.9,181004.29666666666,0.18361215210812998
2024-02-01,Furniture,South,144604.43,2024,2,1,324176.85,175843.15,148564.84,216194.94666666666,0.8435568857814477
2024-03-01,Furniture,South,250060.7,2024,3,1,144604.43,324176.85,175843.15,214874.80999999997,-0.5539335088239644
2024-04-01,Furniture,South,261375.38,2024,4,2,250060.7,144604.43,324176.85,239613.99333333332,0.7292741308132815
2024-05-01,Furniture,South,104460.32,2024,5,2,261375.38,250060.7,144604.43,218680.17,0.04524773385022107
2024-06-01,Furniture,South,165380.39,2024,6,2,104460.32,261375.38,250060.7,205298.80000000002,-0.6003436896007573
2024-07-01,Furniture,South,166138.9,2024,7,3,165380.39,104460.32,261375.38,177072.03000000003,0.5831886212870112
2024-08-01,Furniture,South,326065.99,2024,8,3,166138.9,165380.39,104460.32,145326.53666666665,0.004586456713519649
2024-09-01,Furniture,South,126188.95,2024,9,3,326065.99,166138.9,165380.39,219195.09333333335,0.9626107431793518
2024-10-01,Furniture,South,246286.55,2024,10,4,126188.95,326065.99,166138.9,206131.28,-0.612995669986925
2024-11-01,Furniture,South,153879.29,2024,11,4,246286.55,126188.95,326065.99,232847.16333333333,0.9517283407144603
2024-12-01,Furniture,South,274221.43,2024,12,4,153879.29,246286.55,126188.95,175451.59666666665,-0.37520221871636916
2025-01-01,Furniture,South,122712.71,2025,1,1,274221.43,153879.29,246286.55,224795.75666666668,0.7820554669832436
2025-02-01,Furniture,South,358071.88999999996,2025,2,1,122712.71,274221.43,153879.29,183604.47666666665,-0.5525050321559478
2025-03-01,Furniture,South,178369.85,2025,3,1,358071.88999999996,122712.71,274221.43,251668.67666666664,1.9179690514535936
2025-04-01,Furniture,South,191886.62,2025,4,2,178369.85,358071.88999999996,122712.71,219718.15,-0.5018602270063701
2025-05-01,Furniture,South,214348.32,2025,5,2,191886.62,178369.85,358071.88999999996,242776.12,0.0757794548798465
